"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","sulfate assimilation","GO:0000103","0.03388249102220605","1.4700246680748204","2","101","1","39530","LOC111119950"
"GO:BP","vitamin B6 metabolic process","GO:0042816","0.03388249102220605","1.4700246680748204","7","29","1","39530","LOC111110464"
"GO:BP","vitamin B6 biosynthetic process","GO:0042819","0.03388249102220605","1.4700246680748204","7","29","1","39530","LOC111110464"
"GO:BP","calcium ion import","GO:0070509","0.03388249102220605","1.4700246680748204","2","99","1","39530","LOC111119404"
"GO:BP","water-soluble vitamin biosynthetic process","GO:0042364","0.0364034658181318","1.4388572670642268","8","29","1","39530","LOC111110464"
"GO:BP","vitamin biosynthetic process","GO:0009110","0.0364034658181318","1.4388572670642268","8","29","1","39530","LOC111110464"
"GO:BP","phosphatidylinositol dephosphorylation","GO:0046856","0.0364034658181318","1.4388572670642268","14","325","2","39530","LOC111102071,LOC111101249"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.0364034658181318","1.4388572670642268","846","240","12","39530","LOC111119651,LOC111127542,LOC111124727,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","gene expression","GO:0010467","0.0364034658181318","1.4388572670642268","1524","240","18","39530","LOC111119756,LOC111119651,LOC111119745,LOC111127354,LOC111127355,LOC111126181,LOC111127542,LOC111124727,LOC111124726,LOC111124731,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","cellular aromatic compound metabolic process","GO:0006725","0.03650669041188218","1.4376275371134681","2403","240","25","39530","LOC111131721,LOC111110464,LOC111119483,LOC111120401,LOC111119756,LOC111119760,LOC111119651,LOC111127355,LOC111126181,LOC111126182,LOC111124727,LOC111124445,LOC111124726,LOC111125017,LOC111126361,LOC111124500,LOC111135147,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111136551,LOC111135254"
"GO:BP","regulation of post-transcriptional gene silencing by RNA","GO:1900368","0.03650669041188218","1.4376275371134681","2","130","1","39530","LOC111127542"
"GO:BP","regulation of miRNA-mediated gene silencing","GO:0060964","0.03650669041188218","1.4376275371134681","2","130","1","39530","LOC111127542"
"GO:BP","lipid droplet organization","GO:0034389","0.03650669041188218","1.4376275371134681","1","245","1","39530","LOC111136241"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","0.03650669041188218","1.4376275371134681","1078","240","14","39530","LOC111119651,LOC111127355,LOC111126181,LOC111124727,LOC111124445,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","phospholipid dephosphorylation","GO:0046839","0.03650669041188218","1.4376275371134681","15","325","2","39530","LOC111102071,LOC111101249"
"GO:BP","regulation of gene silencing by RNA","GO:0060966","0.03650669041188218","1.4376275371134681","2","130","1","39530","LOC111127542"
"GO:BP","regulation of metabolic process","GO:0019222","0.03650669041188218","1.4376275371134681","858","240","12","39530","LOC111119651,LOC111127542,LOC111124727,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","DNA replication","GO:0006260","0.03693189917812446","1.432598358707754","137","2","1","39530","LOC111131721"
"GO:BP","alcohol biosynthetic process","GO:0046165","0.03693189917812446","1.432598358707754","13","385","2","39530","LOC111126361,LOC111103307"
"GO:BP","primary alcohol metabolic process","GO:0034308","0.03693189917812446","1.432598358707754","3","90","1","39530","LOC111118136"
"GO:BP","water-soluble vitamin metabolic process","GO:0006767","0.037236739347499624","1.4290283552252414","10","29","1","39530","LOC111110464"
"GO:BP","Golgi organization","GO:0007030","0.037236739347499624","1.4290283552252414","5","57","1","39530","LOC111119666"
"GO:BP","regulation of cellular metabolic process","GO:0031323","0.037236739347499624","1.4290283552252414","762","240","11","39530","LOC111119651,LOC111124727,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","organic cyclic compound metabolic process","GO:1901360","0.037236739347499624","1.4290283552252414","2433","240","25","39530","LOC111131721,LOC111110464,LOC111119483,LOC111120401,LOC111119756,LOC111119760,LOC111119651,LOC111127355,LOC111126181,LOC111126182,LOC111124727,LOC111124445,LOC111124726,LOC111125017,LOC111126361,LOC111124500,LOC111135147,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111136551,LOC111135254"
"GO:BP","establishment of planar polarity","GO:0001736","0.037896755319356476","1.421397972280533","2","157","1","39530","LOC111124715"
"GO:BP","morphogenesis of a polarized epithelium","GO:0001738","0.037896755319356476","1.421397972280533","2","157","1","39530","LOC111124715"
"GO:BP","regulation of primary metabolic process","GO:0080090","0.037896755319356476","1.421397972280533","769","240","11","39530","LOC111119651,LOC111124727,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","cellular aldehyde metabolic process","GO:0006081","0.037896755319356476","1.421397972280533","11","29","1","39530","LOC111110464"
"GO:BP","regulation of nitrogen compound metabolic process","GO:0051171","0.037896755319356476","1.421397972280533","769","240","11","39530","LOC111119651,LOC111124727,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","vitamin metabolic process","GO:0006766","0.037896755319356476","1.421397972280533","11","29","1","39530","LOC111110464"
"GO:BP","establishment of tissue polarity","GO:0007164","0.037896755319356476","1.421397972280533","2","157","1","39530","LOC111124715"
"GO:BP","amide transport","GO:0042886","0.03839162807256991","1.4157634703795776","6","55","1","39530","LOC111121262"
"GO:BP","pyrimidine nucleobase metabolic process","GO:0006206","0.03839162807256991","1.4157634703795776","8","41","1","39530","LOC111119483"
"GO:BP","miRNA-mediated gene silencing","GO:0035195","0.043132246053181694","1.3651979259694007","3","130","1","39530","LOC111127542"
"GO:BP","dolichol biosynthetic process","GO:0019408","0.043132246053181694","1.3651979259694007","1","385","1","39530","LOC111103307"
"GO:BP","heterocycle metabolic process","GO:0046483","0.043132246053181694","1.3651979259694007","2365","240","24","39530","LOC111131721,LOC111110464,LOC111119483,LOC111120401,LOC111119756,LOC111119760,LOC111119651,LOC111127355,LOC111126181,LOC111126182,LOC111124727,LOC111124445,LOC111124726,LOC111125017,LOC111126361,LOC111124500,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111136551,LOC111135254"
"GO:BP","regulation of post-transcriptional gene silencing","GO:0060147","0.043132246053181694","1.3651979259694007","3","130","1","39530","LOC111127542"
"GO:BP","polyprenol biosynthetic process","GO:0016094","0.043132246053181694","1.3651979259694007","1","385","1","39530","LOC111103307"
"GO:BP","pyrimidine-containing compound catabolic process","GO:0072529","0.044841867089938314","1.3483163128929414","10","41","1","39530","LOC111119483"
"GO:BP","protein modification process","GO:0036211","0.047553835562605395","1.3228144483060682","1376","305","19","39530","LOC111108931,LOC111136710,LOC111103474,LOC111122333,LOC111119758,LOC111118433,LOC111125599,LOC111126744,LOC111124498,LOC111127463,LOC111127813,LOC111136760,LOC111137641,LOC111134949,LOC111137105,LOC111137330,LOC111134446,LOC111136727,LOC111135880"
"GO:BP","cellular macromolecule metabolic process","GO:0044260","0.051976434695591905","1.2841935140834713","1346","167","12","39530","LOC111131721,LOC111122333,LOC111120401,LOC111119758,LOC111119745,LOC111127354,LOC111126182,LOC111126744,LOC111124731,LOC111124498,LOC111127463,LOC111124500"
"GO:BP","lipid storage","GO:0019915","0.05213642388854576","1.2828587610222009","2","245","1","39530","LOC111136241"
"GO:BP","aromatic amino acid metabolic process","GO:0009072","0.05217241829311912","1.2825590324166651","34","197","2","39530","LOC111119760,LOC111135147"
"GO:BP","positive regulation of dephosphorylation","GO:0035306","0.05728541973346742","1.2419559004594367","2","277","1","39530","LOC111134446"
"GO:BP","positive regulation of protein dephosphorylation","GO:0035307","0.05728541973346742","1.2419559004594367","2","277","1","39530","LOC111134446"
"GO:BP","tetrahydrobiopterin metabolic process","GO:0046146","0.057675099883216174","1.239011644683903","4","154","1","39530","LOC111126361"
"GO:BP","diol metabolic process","GO:0034311","0.057675099883216174","1.239011644683903","4","154","1","39530","LOC111126361"
"GO:BP","organophosphate metabolic process","GO:0019637","0.057675099883216174","1.239011644683903","424","351","9","39530","LOC111110464,LOC111122333,LOC111124445,LOC111136051,LOC111132178,LOC111132341,LOC111102071,LOC111101249,LOC111102084"
"GO:BP","diol biosynthetic process","GO:0034312","0.057675099883216174","1.239011644683903","4","154","1","39530","LOC111126361"
"GO:BP","lipid modification","GO:0030258","0.057675099883216174","1.239011644683903","23","325","2","39530","LOC111102071,LOC111101249"
"GO:BP","endosome transport via multivesicular body sorting pathway","GO:0032509","0.057675099883216174","1.239011644683903","4","147","1","39530","LOC111125553"
"GO:BP","nucleobase metabolic process","GO:0009112","0.057675099883216174","1.239011644683903","15","41","1","39530","LOC111119483"
"GO:BP","cellular nitrogen compound catabolic process","GO:0044270","0.057675099883216174","1.239011644683903","101","74","2","39530","LOC111119483,LOC111119760"
"GO:BP","biological_process","GO:0008150","0.057675099883216174","1.239011644683903","10065","207","67","39530","LOC111108931,LOC111131721,LOC111104113,LOC111136710,LOC111121126,LOC111103474,LOC111110464,LOC111120624,LOC111122333,LOC111119483,LOC111121262,LOC111120701,LOC111119666,LOC111119932,LOC111120401,LOC111119753,LOC111119756,LOC111119760,LOC111119758,LOC111119651,LOC111118136,LOC111120417,LOC111120674,LOC111121579,LOC111121344,LOC111118433,LOC111119745,LOC111119404,LOC111119950,LOC111125599,LOC111125408,LOC111127353,LOC111127354,LOC111127355,LOC111126181,LOC111126182,LOC111127542,LOC111126744,LOC111124727,LOC111124445,LOC111124726,LOC111124731,LOC111125017,LOC111125553,LOC111126361,LOC111124498,LOC111124715,LOC111124712,LOC111127463,LOC111124501,LOC111124500,LOC111127813,LOC111129857,LOC111129858,LOC111136051,LOC111136760,LOC111137049,LOC111138472,LOC111136174,LOC111135147,LOC111137071,LOC111137641,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718"
"GO:BP","tetrahydrobiopterin biosynthetic process","GO:0006729","0.057675099883216174","1.239011644683903","4","154","1","39530","LOC111126361"
"GO:BP","pyridine-containing compound biosynthetic process","GO:0072525","0.057675099883216174","1.239011644683903","20","29","1","39530","LOC111110464"
"GO:BP","vesicle-mediated transport","GO:0016192","0.058696077651061405","1.231390919389784","241","157","4","39530","LOC111119666,LOC111127353,LOC111125553,LOC111124715"
"GO:BP","heterocycle catabolic process","GO:0046700","0.05885716728581356","1.230200643727135","103","74","2","39530","LOC111119483,LOC111119760"
"GO:BP","organic cyclic compound catabolic process","GO:1901361","0.060529804086434574","1.2180307317427939","105","74","2","39530","LOC111119483,LOC111119760"
"GO:BP","protein metabolic process","GO:0019538","0.06078141557540149","1.2162291895896302","2251","18","4","39530","LOC111108931,LOC111104113,LOC111136710,LOC111103474"
"GO:BP","protein phosphorylation","GO:0006468","0.06477680307075069","1.188580489530419","460","18","2","39530","LOC111136710,LOC111103474"
"GO:BP","organic hydroxy compound biosynthetic process","GO:1901617","0.06477680307075069","1.188580489530419","57","385","3","39530","LOC111110464,LOC111126361,LOC111103307"
"GO:BP","pyridine-containing compound metabolic process","GO:0072524","0.06678280225684802","1.175335361574664","28","29","1","39530","LOC111110464"
"GO:BP","macromolecule glycosylation","GO:0043413","0.06678280225684802","1.175335361574664","141","163","3","39530","LOC111119758,LOC111124498,LOC111127463"
"GO:BP","regulation of growth","GO:0040008","0.06678280225684802","1.175335361574664","4","201","1","39530","LOC111137641"
"GO:BP","morphogenesis of an epithelium","GO:0002009","0.06678280225684802","1.175335361574664","5","157","1","39530","LOC111124715"
"GO:BP","dolichol metabolic process","GO:0019348","0.06678280225684802","1.175335361574664","2","385","1","39530","LOC111103307"
"GO:BP","macromolecule modification","GO:0043412","0.06678280225684802","1.175335361574664","1466","305","19","39530","LOC111108931,LOC111136710,LOC111103474,LOC111122333,LOC111119758,LOC111118433,LOC111125599,LOC111126744,LOC111124498,LOC111127463,LOC111127813,LOC111136760,LOC111137641,LOC111134949,LOC111137105,LOC111137330,LOC111134446,LOC111136727,LOC111135880"
"GO:BP","phosphatidylinositol biosynthetic process","GO:0006661","0.06678280225684802","1.175335361574664","47","178","2","39530","LOC111122333,LOC111136051"
"GO:BP","protein glycosylation","GO:0006486","0.06678280225684802","1.175335361574664","141","163","3","39530","LOC111119758,LOC111124498,LOC111127463"
"GO:BP","protein deubiquitination","GO:0016579","0.06678280225684802","1.175335361574664","65","132","2","39530","LOC111118433,LOC111126744"
"GO:BP","phosphorylation","GO:0016310","0.06678280225684802","1.175335361574664","489","18","2","39530","LOC111136710,LOC111103474"
"GO:BP","polyprenol metabolic process","GO:0016093","0.06678280225684802","1.175335361574664","2","385","1","39530","LOC111103307"
"GO:BP","glycosylation","GO:0070085","0.06678280225684802","1.175335361574664","141","163","3","39530","LOC111119758,LOC111124498,LOC111127463"
"GO:BP","tissue morphogenesis","GO:0048729","0.06678280225684802","1.175335361574664","5","157","1","39530","LOC111124715"
"GO:BP","chaperone-mediated protein complex assembly","GO:0051131","0.0670084624137777","1.1738703473360306","3","279","1","39530","LOC111136494"
"GO:BP","carbohydrate derivative biosynthetic process","GO:1901137","0.0678879034691595","1.1682076031069368","382","163","5","39530","LOC111122333,LOC111119758,LOC111124445,LOC111124498,LOC111127463"
"GO:BP","protein modification by small protein removal","GO:0070646","0.06812760593510862","1.1666768722882543","68","132","2","39530","LOC111118433,LOC111126744"
"GO:BP","protein refolding","GO:0042026","0.06812760593510862","1.1666768722882543","2","434","1","39530","LOC111112302"
"GO:BP","calcium ion transmembrane transport","GO:0070588","0.06828139577131598","1.1656976098539513","29","313","2","39530","LOC111119404,LOC111138112"
"GO:BP","glycoprotein biosynthetic process","GO:0009101","0.06882510083108515","1.1622531436781585","145","163","3","39530","LOC111119758,LOC111124498,LOC111127463"
"GO:BP","RNA-mediated post-transcriptional gene silencing","GO:0035194","0.06964670684069642","1.1570994138376587","7","130","1","39530","LOC111127542"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","0.07177642497582307","1.1440181767068494","1211","325","17","39530","LOC111136710,LOC111103474,LOC111110464,LOC111122333,LOC111125599,LOC111124445,LOC111136051,LOC111136760,LOC111132178,LOC111134949,LOC111137105,LOC111137330,LOC111134446,LOC111136727,LOC111132341,LOC111102071,LOC111101249"
"GO:BP","alpha-amino acid metabolic process","GO:1901605","0.0721907758181111","1.1415182908959802","100","432","4","39530","LOC111119760,LOC111136234,LOC111136235,LOC111111318"
"GO:BP","organic substance catabolic process","GO:1901575","0.0721907758181111","1.1415182908959802","363","307","7","39530","LOC111119483,LOC111119760,LOC111126744,LOC111132178,LOC111136420,LOC111135880,LOC111132341"
"GO:BP","RNA metabolic process","GO:0016070","0.0721907758181111","1.1415182908959802","1272","240","14","39530","LOC111119756,LOC111119651,LOC111127355,LOC111126181,LOC111124727,LOC111124726,LOC111125017,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111135254"
"GO:BP","maintenance of location","GO:0051235","0.07254182239592463","1.139411538270992","4","245","1","39530","LOC111136241"
"GO:BP","glycoprotein metabolic process","GO:0009100","0.07288196048031323","1.1373799536210847","151","163","3","39530","LOC111119758,LOC111124498,LOC111127463"
"GO:BP","phosphorus metabolic process","GO:0006793","0.0733188962038655","1.1347840818464652","1220","325","17","39530","LOC111136710,LOC111103474,LOC111110464,LOC111122333,LOC111125599,LOC111124445,LOC111136051,LOC111136760,LOC111132178,LOC111134949,LOC111137105,LOC111137330,LOC111134446,LOC111136727,LOC111132341,LOC111102071,LOC111101249"
"GO:BP","cellular lipid metabolic process","GO:0044255","0.07331935626405701","1.1347813567512168","229","385","6","39530","LOC111122333,LOC111136051,LOC111132178,LOC111102071,LOC111101249,LOC111103307"
"GO:BP","glycerophospholipid biosynthetic process","GO:0046474","0.07368360015485964","1.132629162816742","55","178","2","39530","LOC111122333,LOC111136051"
"GO:BP","post-transcriptional gene silencing","GO:0016441","0.07433988127345183","1.1287781368416636","8","130","1","39530","LOC111127542"
"GO:BP","DNA-templated transcription initiation","GO:0006352","0.07627725791085772","1.1176049277863422","79","127","2","39530","LOC111127355,LOC111126181"
"GO:BP","glycerolipid biosynthetic process","GO:0045017","0.07703337401098341","1.113321079910294","57","178","2","39530","LOC111122333,LOC111136051"
"GO:BP","epithelium development","GO:0060429","0.07703337401098341","1.113321079910294","7","157","1","39530","LOC111124715"
"GO:BP","nucleic acid metabolic process","GO:0090304","0.07815861729659741","1.1070231323211353","1939","240","19","39530","LOC111131721,LOC111120401,LOC111119756,LOC111119651,LOC111127355,LOC111126181,LOC111126182,LOC111124727,LOC111124726,LOC111125017,LOC111124500,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111136551,LOC111135254"
"GO:BP","spliceosomal snRNP assembly","GO:0000387","0.08070048932226723","1.093123831953069","16","73","1","39530","LOC111119756"
"GO:BP","tryptophan catabolic process to kynurenine","GO:0019441","0.08109652703586631","1.09099774408052","16","74","1","39530","LOC111119760"
"GO:BP","pyrimidine-containing compound metabolic process","GO:0072527","0.08109652703586631","1.09099774408052","29","41","1","39530","LOC111119483"
"GO:BP","GPI anchor biosynthetic process","GO:0006506","0.08563994064309563","1.0673236423862982","32","40","1","39530","LOC111122333"
"GO:BP","lipid metabolic process","GO:0006629","0.08563994064309563","1.0673236423862982","334","433","8","39530","LOC111122333,LOC111136051,LOC111132178,LOC111102071,LOC111101249,LOC111100482,LOC111103307,LOC111112301"
"GO:BP","GPI anchor metabolic process","GO:0006505","0.08563994064309563","1.0673236423862982","32","40","1","39530","LOC111122333"
"GO:BP","CAAX-box protein processing","GO:0071586","0.08643273813924948","1.0633217285835113","4","326","1","39530","LOC111101097"
"GO:BP","CAAX-box protein maturation","GO:0080120","0.08643273813924948","1.0633217285835113","4","326","1","39530","LOC111101097"
"GO:BP","benzene-containing compound metabolic process","GO:0042537","0.0869540710636105","1.0607100801469234","18","74","1","39530","LOC111119760"
"GO:BP","kynurenine metabolic process","GO:0070189","0.0869540710636105","1.0607100801469234","18","74","1","39530","LOC111119760"
"GO:BP","phospholipid catabolic process","GO:0009395","0.08735844189201084","1.0586951205612292","6","224","1","39530","LOC111132178"
"GO:BP","DNA metabolic process","GO:0006259","0.08810599651322","1.0549945324054653","678","2","1","39530","LOC111131721"
"GO:BP","pteridine-containing compound biosynthetic process","GO:0042559","0.0889193228639408","1.0510038531882262","9","154","1","39530","LOC111126361"
"GO:BP","response to transforming growth factor beta","GO:0071559","0.08915324560266635","1.0498628418136853","10","145","1","39530","LOC111125017"
"GO:BP","cellular response to transforming growth factor beta stimulus","GO:0071560","0.08915324560266635","1.0498628418136853","10","145","1","39530","LOC111125017"
"GO:BP","organonitrogen compound catabolic process","GO:1901565","0.08915324560266635","1.0498628418136853","234","305","5","39530","LOC111119483,LOC111119760,LOC111126744,LOC111136420,LOC111135880"
"GO:BP","indole-containing compound catabolic process","GO:0042436","0.08915324560266635","1.0498628418136853","20","74","1","39530","LOC111119760"
"GO:BP","indolalkylamine metabolic process","GO:0006586","0.08915324560266635","1.0498628418136853","20","74","1","39530","LOC111119760"
"GO:BP","transforming growth factor beta receptor signaling pathway","GO:0007179","0.08915324560266635","1.0498628418136853","10","145","1","39530","LOC111125017"
"GO:BP","tryptophan catabolic process","GO:0006569","0.08915324560266635","1.0498628418136853","20","74","1","39530","LOC111119760"
"GO:BP","tissue development","GO:0009888","0.08915324560266635","1.0498628418136853","9","157","1","39530","LOC111124715"
"GO:BP","phospholipid biosynthetic process","GO:0008654","0.08915324560266635","1.0498628418136853","67","178","2","39530","LOC111122333,LOC111136051"
"GO:BP","small molecule biosynthetic process","GO:0044283","0.08915324560266635","1.0498628418136853","113","432","4","39530","LOC111110464,LOC111126361,LOC111103307,LOC111111318"
"GO:BP","tryptophan metabolic process","GO:0006568","0.08915324560266635","1.0498628418136853","20","74","1","39530","LOC111119760"
"GO:BP","protein lipidation","GO:0006497","0.09099756481497928","1.0409702296741572","39","40","1","39530","LOC111122333"
"GO:BP","lipoprotein biosynthetic process","GO:0042158","0.09099756481497928","1.0409702296741572","39","40","1","39530","LOC111122333"
"GO:BP","RNA-mediated gene silencing","GO:0031047","0.09099756481497928","1.0409702296741572","12","130","1","39530","LOC111127542"
"GO:BP","indole-containing compound metabolic process","GO:0042430","0.09099756481497928","1.0409702296741572","21","74","1","39530","LOC111119760"
"GO:BP","polyol biosynthetic process","GO:0046173","0.09099756481497928","1.0409702296741572","10","154","1","39530","LOC111126361"
"GO:BP","amino acid metabolic process","GO:0006520","0.09099756481497928","1.0409702296741572","191","262","4","39530","LOC111119760,LOC111135147,LOC111136234,LOC111136235"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","0.09145266383716814","1.038803639854774","2294","240","21","39530","LOC111131721,LOC111119483,LOC111120401,LOC111119756,LOC111119651,LOC111127355,LOC111126181,LOC111126182,LOC111124727,LOC111124445,LOC111124726,LOC111125017,LOC111124500,LOC111132160,LOC111136305,LOC111136304,LOC111137505,LOC111137718,LOC111132186,LOC111136551,LOC111135254"
"GO:BP","catabolic process","GO:0009056","0.09145266383716814","1.038803639854774","405","307","7","39530","LOC111119483,LOC111119760,LOC111126744,LOC111132178,LOC111136420,LOC111135880,LOC111132341"
"GO:BP","aromatic amino acid family catabolic process","GO:0009074","0.09145266383716814","1.038803639854774","22","74","1","39530","LOC111119760"
"GO:BP","glycolipid biosynthetic process","GO:0009247","0.09145266383716814","1.038803639854774","40","40","1","39530","LOC111122333"
"GO:BP","multivesicular body sorting pathway","GO:0071985","0.09145266383716814","1.038803639854774","11","147","1","39530","LOC111125553"
"GO:BP","small molecule metabolic process","GO:0044281","0.09145266383716814","1.038803639854774","690","385","12","39530","LOC111110464,LOC111119483,LOC111119760,LOC111118136,LOC111124445,LOC111126361,LOC111135147,LOC111136234,LOC111136235,LOC111132341,LOC111102084,LOC111103307"
"GO:BP","organophosphate biosynthetic process","GO:0090407","0.09145266383716814","1.038803639854774","310","40","2","39530","LOC111110464,LOC111122333"
"GO:BP","cellular catabolic process","GO:0044248","0.09849234536117828","1.0065975207366995","330","305","6","39530","LOC111119483,LOC111119760,LOC111126744,LOC111132178,LOC111136420,LOC111135880"
"GO:BP","phosphatidylinositol-mediated signaling","GO:0048015","0.09874079874949182","1.0055033639395214","10","178","1","39530","LOC111136051"
"GO:CC","RNA polymerase III transcription regulator complex","GO:0090576","0.011737178205323495","1.930436301483497","8","127","2","39530","LOC111127355,LOC111126181"
"GO:CC","origin recognition complex","GO:0000808","0.011737178205323495","1.930436301483497","6","2","1","39530","LOC111131721"
"GO:CC","transcription factor TFIIIC complex","GO:0000127","0.011737178205323495","1.930436301483497","7","127","2","39530","LOC111127355,LOC111126181"
"GO:CC","cellular_component","GO:0005575","0.024680635392824155","1.6076436637617595","3882","147","27","39530","LOC111131721,LOC111136736,LOC111136729,LOC111119483,LOC111121262,LOC111120701,LOC111121893,LOC111119932,LOC111119756,LOC111119758,LOC111122291,LOC111119654,LOC111120417,LOC111120674,LOC111121579,LOC111121344,LOC111119745,LOC111119404,LOC111125408,LOC111124238,LOC111127353,LOC111127354,LOC111127355,LOC111126181,LOC111122664,LOC111125017,LOC111125553"
"GO:CC","extracellular region","GO:0005576","0.024680635392824155","1.6076436637617595","311","94","5","39530","LOC111136736,LOC111120417,LOC111120674,LOC111121579,LOC111121344"
"GO:CC","ESCRT complex","GO:0036452","0.02700993858507146","1.568476403305881","15","147","2","39530","LOC111121893,LOC111125553"
"GO:CC","transcription regulator complex","GO:0005667","0.02731715660651534","1.5635645075661178","70","145","3","39530","LOC111127355,LOC111126181,LOC111125017"
"GO:CC","endosome","GO:0005768","0.02731715660651534","1.5635645075661178","27","391","3","39530","LOC111121893,LOC111125553,LOC111104416"
"GO:CC","endosome membrane","GO:0010008","0.02731715660651534","1.5635645075661178","18","147","2","39530","LOC111121893,LOC111125553"
"GO:CC","cellular anatomical entity","GO:0110165","0.02731715660651534","1.5635645075661178","3709","121","22","39530","LOC111131721,LOC111136736,LOC111136729,LOC111119483,LOC111121262,LOC111120701,LOC111121893,LOC111119932,LOC111119756,LOC111119758,LOC111122291,LOC111119654,LOC111120417,LOC111120674,LOC111121579,LOC111121344,LOC111119745,LOC111119404,LOC111125408,LOC111124238,LOC111127353,LOC111127354"
"GO:CC","chromosome, telomeric repeat region","GO:0140445","0.04355386315522967","1.360973317749542","2","133","1","39530","LOC111122664"
"GO:CC","junctional membrane complex","GO:0030314","0.04355386315522967","1.360973317749542","1","282","1","39530","LOC111134715"
"GO:CC","septin cytoskeleton","GO:0032156","0.04355386315522967","1.360973317749542","1","234","1","39530","LOC111134148"
"GO:CC","CST complex","GO:1990879","0.04355386315522967","1.360973317749542","2","133","1","39530","LOC111122664"
"GO:CC","septin complex","GO:0031105","0.04355386315522967","1.360973317749542","1","234","1","39530","LOC111134148"
"GO:CC","nuclear telomere cap complex","GO:0000783","0.04355386315522967","1.360973317749542","2","133","1","39530","LOC111122664"
"GO:CC","telomere cap complex","GO:0000782","0.04355386315522967","1.360973317749542","2","133","1","39530","LOC111122664"
"GO:CC","Nem1-Spo7 phosphatase complex","GO:0071595","0.04355386315522967","1.360973317749542","1","277","1","39530","LOC111134446"
"GO:CC","sarcoplasm","GO:0016528","0.04355386315522967","1.360973317749542","1","282","1","39530","LOC111134715"
"GO:CC","ESCRT I complex","GO:0000813","0.04780757230795104","1.320503309431798","6","65","1","39530","LOC111121893"
"GO:CC","dehydrodolichyl diphosphate synthase complex","GO:1904423","0.04780757230795104","1.320503309431798","1","385","1","39530","LOC111103307"
"GO:CC","TRAPPII protein complex","GO:1990071","0.04780757230795104","1.320503309431798","1","391","1","39530","LOC111104416"
"GO:CC","ESC/E(Z) complex","GO:0035098","0.04780757230795104","1.320503309431798","1","386","1","39530","LOC111104148"
"GO:CC","PcG protein complex","GO:0031519","0.04780757230795104","1.320503309431798","1","386","1","39530","LOC111104148"
"GO:CC","cytoplasmic vesicle membrane","GO:0030659","0.056762636256137027","1.2459374425854952","46","147","2","39530","LOC111121893,LOC111125553"
"GO:CC","chromosome","GO:0005694","0.056762636256137027","1.2459374425854952","262","2","1","39530","LOC111131721"
"GO:CC","vesicle membrane","GO:0012506","0.056762636256137027","1.2459374425854952","46","147","2","39530","LOC111121893,LOC111125553"
"GO:CC","voltage-gated calcium channel complex","GO:0005891","0.05847952779189554","1.2329961428593965","6","99","1","39530","LOC111119404"
"GO:CC","protein-containing complex","GO:0032991","0.05847952779189554","1.2329961428593965","1206","311","17","39530","LOC111131721,LOC111121893,LOC111119756,LOC111119404,LOC111127355,LOC111126181,LOC111122664,LOC111125017,LOC111125553,LOC111132762,LOC111134148,LOC111134446,LOC111134715,LOC111132810,LOC111135880,LOC111132341,LOC111135492"
"GO:CC","phosphopyruvate hydratase complex","GO:0000015","0.05847952779189554","1.2329961428593965","2","307","1","39530","LOC111132341"
"GO:CC","calcium channel complex","GO:0034704","0.05847952779189554","1.2329961428593965","6","99","1","39530","LOC111119404"
"GO:CC","chromosome, telomeric region","GO:0000781","0.07257037442244933","1.1392406361966148","6","133","1","39530","LOC111122664"
"GO:CC","membrane protein complex","GO:0098796","0.07474425378600018","1.1264221895581326","231","179","4","39530","LOC111121893,LOC111119404,LOC111125553,LOC111132762"
