gene_id,CASE_J03,CASE_J09,CASE_J12,CASE_J13,CA_J06,CA_J08,CA_J11,CA_J18,CON_J02,CON_J05,CON_J10,SE_J01,SE_J04,SE_J07
MSTRG.21237,745,1176,860,1108,467,503,774,1159,826,1401,2295,1228,2060,1161
MSTRG.21235,177,282,223,351,111,122,151,273,175,296,323,259,200,244
gene29081|LOC111108799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21239,149,277,137,217,79,113,141,208,145,171,249,123,275,134
MSTRG.28789,21,20,17,15,14,12,26,24,28,26,28,11,22,27
MSTRG.16034,16,15,27,29,20,0,14,15,14,15,8,17,9,20
MSTRG.16035,1050,1335,1093,1775,744,795,972,1899,1076,1345,1909,1542,1829,882
MSTRG.6859|LOC111119815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16030,263,282,235,276,165,98,199,228,202,143,175,258,168,253
MSTRG.16031,1012,1477,1359,1632,756,833,936,1611,1137,1137,1214,1342,1371,919
MSTRG.34263,294,285,197,226,216,132,197,195,283,203,176,164,134,274
MSTRG.34262,9,6,11,12,17,5,2,12,4,9,16,0,4,10
MSTRG.34261,47,81,113,50,28,37,56,72,54,65,90,42,24,112
MSTRG.40120|LOC111111740,0,0,6,0,0,0,4,0,0,11,20,0,12,21
MSTRG.28785,281,378,232,279,165,166,465,336,248,324,355,272,383,400
MSTRG.34266,224,272,232,298,147,216,220,281,195,260,303,212,178,289
MSTRG.16038,1182,1742,1775,2587,804,946,1068,2296,1155,1507,1989,1710,1490,1399
MSTRG.16039,33,55,29,42,50,24,27,24,39,57,16,34,15,77
MSTRG.11565,138,108,85,125,30,43,56,92,454,138,315,355,60,419
MSTRG.11564,49,12,16,41,20,43,34,32,61,30,31,43,11,54
gene32444|LOC111109298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31881|LOC111106809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43432,26,25,21,32,20,10,29,22,34,27,39,33,20,53
MSTRG.22529,69,110,40,61,40,60,71,97,110,107,232,59,180,83
gene12651|LOC111126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22527,29992,44594,31339,64827,15693,28413,27538,54383,37582,32931,40561,57455,43846,28693
MSTRG.22525,23721,28301,23739,29380,20014,18511,19497,25433,28364,29524,27724,26354,22366,30760
gene8344|LOC111122775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39147|LOC111114755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22520,200,397,366,392,159,180,292,340,193,283,329,283,105,334
gene29980|LOC111106211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27733,2811,4334,2932,4975,1822,2771,2412,4343,4123,4348,4232,4530,4900,2592
MSTRG.26639,561,1022,594,883,517,467,660,1022,939,1111,1150,761,952,845
MSTRG.26638,246,203,174,242,260,191,204,298,236,228,300,247,269,215
MSTRG.26637,9,8,8,9,3,5,3,5,10,3,3,13,5,21
MSTRG.26634,1372,1810,1376,2147,1160,1161,1206,1796,1426,1519,1831,1817,1235,1650
MSTRG.26633,544,977,797,1010,494,551,606,923,767,738,1069,737,563,769
gene28837|LOC111110488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene37387|LOC111114637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene25818|LOC111104355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26320|LOC111103324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2594|LOC111137851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29427|LOC111100667,2,0,0,10,0,0,7,6,3,0,4,3,0,0
MSTRG.24801|LOC111138364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6038,864,1203,931,1198,631,584,688,872,986,1176,1128,1067,915,1104
MSTRG.35546|LOC111106672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31076|LOC111099683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27213|LOC111105022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34807|LOC111107419,0,0,1,1,0,0,0,1,0,0,1,1,1,0
MSTRG.6035,1942,3629,2655,2985,1554,1591,1939,3109,2423,3045,4399,2465,3482,2255
MSTRG.6037,391,608,473,642,442,411,382,560,449,509,638,444,390,557
MSTRG.6030,1724,2675,2344,2666,1627,1548,1485,1888,2385,2000,1839,2130,1886,2750
MSTRG.6031,330,489,389,419,247,218,286,311,371,344,308,409,324,445
MSTRG.6033,131,140,137,190,120,127,107,135,193,247,279,365,533,278
MSTRG.35589|LOC111108685,0,1,0,1,1,3,0,1,1,0,2,0,6,4
MSTRG.25995|LOC111133558,18,12,25,30,11,31,24,36,35,32,30,18,24,29
gene18805|LOC111133406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29457|LOC111100929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30767|LOC111101828,4,0,28,23,8,18,3,10,38,13,14,26,0,13
MSTRG.26181,153,240,157,198,156,96,221,187,219,225,176,119,117,180
MSTRG.32486,14,6,12,6,9,13,6,15,22,17,12,7,3,24
MSTRG.26185,11,7,5,18,5,10,7,13,5,2,9,10,11,10
MSTRG.26184,1,7,1,7,2,5,8,4,7,2,3,23,5,3
MSTRG.26187,4309,6200,5007,6770,2995,3530,3739,5163,6176,4463,5674,5414,4989,6024
MSTRG.38548|LOC111107757,1,14,1,1,1,7,1,5,1,1,4,7,1,177
MSTRG.26189,5570,7659,6181,8187,4587,5425,4796,6304,7591,6782,6231,7635,5536,7708
MSTRG.25903|LOC111135342,0,0,0,0,0,0,0,40,0,22,0,0,0,56
MSTRG.5373|LOC111121413,0,3,0,3,0,6,0,5,4,0,0,7,3,0
gene15971|LOC111127915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2253|LOC111122920,0,0,0,0,0,0,4,4,0,0,9,0,0,0
MSTRG.21506|LOC111137478,0,8,0,0,0,0,3,0,0,4,0,0,0,0
MSTRG.30153|LOC111101563,0,0,1,2,0,0,2,0,0,1,2,0,0,1
MSTRG.34964,35,59,37,39,36,23,35,48,49,44,36,57,43,48
gene27463|LOC111104665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33427|LOC111116053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41064|LOC111115808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23357|LOC111099686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28629|LOC111136951,7,9,12,25,3,14,11,22,7,10,11,14,9,8
gene19165|Trnak-cuu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34995|LOC111113834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27588|LOC111102498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18038,252,374,295,358,157,170,183,282,275,233,340,298,188,287
MSTRG.17132|LOC111131379,0,0,0,0,0,0,0,0,0,0,0,4,0,2
gene14559|LOC111129584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene37935|LOC111111178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1607|LOC111134767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33372|LOC111112684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23698,4,11,5,9,2,2,7,29,8,4,2,14,13,6
MSTRG.23699,1472,2041,1738,2134,1134,1254,1129,2002,1927,1810,1459,2108,1491,1542
MSTRG.23694,12328,18868,12967,21889,7596,10290,12599,18727,15125,13942,18001,16211,15731,13334
MSTRG.19660,56,69,69,68,68,78,53,63,73,65,41,57,46,76
MSTRG.23693,95,152,102,184,87,87,81,125,88,118,101,80,94,57
MSTRG.23690,43,93,54,38,22,25,30,26,50,50,84,25,10,62
MSTRG.23691,370,541,349,544,289,334,332,434,472,490,577,356,297,560
gene22303|LOC111138373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27589,1340,2038,1477,2222,869,988,1397,2114,1487,1599,2457,1669,2181,1389
MSTRG.27586,1273,1956,1306,1681,661,532,895,1038,1080,1274,1442,1488,1661,1274
MSTRG.27587,425,545,306,460,19,26,30,42,33,30,45,386,296,361
MSTRG.27584,1681,1352,1497,1741,1435,998,933,1107,1598,1060,980,1600,858,2263
MSTRG.31407|LOC111099545,4,4,3,3,3,0,0,2,9,4,0,0,0,19
MSTRG.24771|LOC111138334,3,8,7,16,14,22,9,6,52,17,3,7,3,56
MSTRG.38215|LOC111107351,6,15,0,0,0,0,0,16,0,12,0,0,0,0
MSTRG.27581,7201,10264,8409,10749,6057,5619,5892,8152,10311,6319,8087,8191,8429,9441
MSTRG.13971,4,0,27,3,6,3,10,8,5,11,3,4,2,6
MSTRG.40029|LOC111112104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24472|LOC111132854,3,0,0,0,6,0,2,0,19,5,11,0,0,12
MSTRG.20969|LOC111130973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18032,9488,11497,9879,12589,7240,9132,7241,10007,12130,11233,9269,12097,8296,13660
MSTRG.16247|LOC111129946,3,0,0,6,2,3,0,0,0,0,0,0,3,0
gene27966|LOC111103289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39382|LOC111112478,37,8,121,2,75,32,45,41,5,113,48,45,549,6
MSTRG.42751,0,0,0,5,0,0,4,0,0,12,0,0,4,1
MSTRG.35681|LOC111109403,2,2,0,0,0,2,0,3,0,5,2,0,3,0
MSTRG.4888|LOC111119906,12,0,14,20,0,0,0,0,24,43,0,53,49,0
MSTRG.34095|LOC111105116,0,0,0,0,0,0,0,0,0,2,0,5,0,0
gene25464|LOC111102220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26443|LOC111134028,0,0,0,6,0,0,0,0,0,6,0,7,0,5
MSTRG.24222|LOC111135736,12,5,1,2,3,19,0,1,5,2,1,2,0,3
MSTRG.15757|LOC111127434,2,0,2,0,2,14,4,4,9,4,3,5,6,9
MSTRG.35383|LOC111107786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27637|LOC111132054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35383|LOC111107788,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSTRG.37933|LOC111107415,53,57,101,108,51,80,65,76,84,41,38,66,66,151
MSTRG.15716,2,1,1,7,2,0,1,1,1,0,1,2,1,4
gene27244|LOC111103333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24051|LOC111136398,13,19,7,19,9,8,1,2,0,5,23,12,0,12
MSTRG.15715,256,292,233,342,174,192,236,319,246,299,356,295,344,348
MSTRG.17619|LOC111130255,0,0,3,0,0,0,0,0,8,13,0,0,0,7
MSTRG.15713,38,32,20,56,43,16,24,35,40,22,15,13,21,70
MSTRG.15710,3313,4843,3809,5416,2626,3316,3031,4249,4749,6056,5660,4603,4280,5823
gene13941|LOC111131134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15718,20,42,20,41,13,9,27,37,44,15,49,21,25,27
MSTRG.15719,92,105,109,112,108,79,134,76,127,145,203,85,62,168
MSTRG.18683|LOC111130897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40801|LOC111112114,1,0,0,0,2,0,0,0,0,3,0,0,2,2
gene19934|LOC111132402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5159|LOC111118858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27762|LOC111132969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18096|LOC111133656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24668|LOC111133167,0,0,2,5,0,0,0,0,8,5,3,6,0,14
MSTRG.12590|LOC111125719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20914,75157,109542,87915,110811,67023,71065,68954,94179,104181,107197,119181,91338,84461,119057
MSTRG.20275|LOC111128610,21,6,11,14,12,23,0,22,9,15,3,7,5,7
MSTRG.22673,15,21,14,21,16,19,23,28,16,19,31,19,17,14
MSTRG.20910,60,80,44,65,76,48,47,37,104,54,54,65,33,131
gene26456|LOC111103426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20913,349,449,331,451,318,280,313,301,433,357,391,349,229,599
gene26868|LOC111105452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20918,13,36,15,34,14,23,25,23,15,26,40,32,39,29
MSTRG.20919,100,168,141,295,78,126,105,189,221,157,192,222,232,201
MSTRG.12078|LOC111122986,0,0,2,0,0,0,0,0,0,3,0,0,0,0
gene33874|LOC111113572,0,0,0,1,0,0,2,1,0,0,0,0,0,1
MSTRG.32671,40,31,28,24,38,22,27,12,28,42,26,20,25,24
gene24583|LOC111101116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene36340|LOC111111024,0,0,0,0,0,0,0,0,0,0,9,0,0,6
MSTRG.42676|LOC111111284,2,0,0,0,2,2,0,0,0,0,0,0,0,0
MSTRG.28324|LOC111134817,4,14,0,14,0,27,13,15,27,28,12,0,4,29
MSTRG.6089|LOC111122212,2,3,0,0,0,0,0,2,3,5,0,4,3,5
gene34459|LOC111113707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29579|LOC111101424,32,15,8,15,4,47,20,33,67,26,20,44,15,32
MSTRG.24829|LOC111137264,4,0,4,0,10,18,4,3,15,0,0,8,2,71
MSTRG.33680,94,212,140,136,122,119,104,169,164,125,123,118,98,163
MSTRG.14189|LOC111125098,0,0,2,2,2,1,1,1,0,1,0,0,0,2
gene21646|LOC111132581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28406|LOC111102440,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gene28048|LOC111102447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10279|LOC111118580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23599|LOC111132288,9,0,3,4,2,2,3,12,0,9,0,4,1,2
MSTRG.28800|LOC111134272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3570|LOC111110444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28569|LOC111136521,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10053|LOC111122331,0,0,0,7,0,0,0,0,0,0,0,0,0,0
MSTRG.7503|LOC111118639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12632|LOC111122879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33684|LOC111113522,0,4,0,2,0,4,3,1,1,2,3,3,2,0
MSTRG.41726|LOC111115695,5,0,0,4,0,8,0,0,2,2,0,5,0,5
MSTRG.28420,1105,1127,994,1240,867,931,881,1043,1358,1355,1179,1154,1025,1539
MSTRG.6623|LOC111121134,2,2,11,4,1,3,2,4,2,0,2,6,0,3
MSTRG.29976|LOC111101933,0,8,0,0,0,0,0,0,0,0,0,10,0,0
gene38594|LOC111116222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37743|LOC111107064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17962|LOC111128768,0,0,7,0,0,4,0,3,5,0,0,7,0,0
MSTRG.30724|LOC111102100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3015,62,32,33,70,156,357,21,55,131,81,25,61,15,100
gene32494|LOC111105967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20336|LOC111132454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34580|LOC111113072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10817|LOC111122760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14045,1124,1571,1127,1344,823,713,849,1445,1060,1397,1429,1451,1278,1406
MSTRG.41306|LOC111113390,42,62,53,105,29,0,19,41,0,0,0,73,0,10
MSTRG.14047,2578,3309,2341,3451,1874,1789,2328,3441,2547,3143,4273,3224,3677,2817
MSTRG.10742,127,161,167,182,70,75,57,199,101,103,132,171,183,142
MSTRG.14040,505,739,563,708,372,376,398,546,562,586,499,620,647,658
MSTRG.14043,139,235,178,286,141,126,143,206,128,170,130,205,186,247
MSTRG.2469|LOC111128583,10,21,53,39,13,13,12,14,18,46,89,38,25,58
MSTRG.16467|LOC111128665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42010|LOC111113326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14048,4369,4619,4110,5462,2956,2860,3294,4988,3929,4834,4970,5833,4475,5116
MSTRG.10748,1237,2778,1517,2164,849,712,1236,1825,1798,2038,2456,1679,2979,1637
gene9531|LOC111124142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13215,22,28,51,31,19,23,37,21,24,27,39,25,35,28
MSTRG.13214,549,703,597,746,485,478,418,666,773,693,495,863,455,891
MSTRG.13217,9,13,9,4,7,8,4,3,16,3,7,10,9,17
MSTRG.13211,5,2,3,11,9,9,3,13,28,3,5,1,3,7
gene21503|LOC111136044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13219,163,251,226,213,154,144,150,210,202,154,146,182,152,256
gene874|LOC111135990,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32837|LOC111105246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene32630|LOC111109446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7251|LOC111120916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20208|LOC111132436,0,0,0,10,0,0,0,0,0,0,0,0,0,0
MSTRG.14106|LOC111127187,0,0,0,0,0,3,0,0,0,0,0,0,0,0
gene25462|LOC111100114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14291|LOC111123956,6,30,3,49,1,11,11,20,13,30,37,5,0,0
MSTRG.23533|LOC111135968,0,0,2,0,0,0,0,2,4,0,2,3,0,0
MSTRG.40503|LOC111115769,0,0,0,0,0,4,0,3,0,0,0,0,0,0
gene8775|LOC111124034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20421|LOC111129196,0,5,3,10,2,3,2,5,9,4,0,5,0,0
gene38947|LOC111116452,0,0,0,4,0,0,0,3,0,0,0,0,0,0
MSTRG.17757|LOC111130301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4074|LOC111121711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26874|LOC111103005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9525|LOC111121021,2,0,0,0,0,2,0,3,8,5,0,0,0,6
MSTRG.40259|LOC111113183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16990,7134,10243,7938,10456,5140,5295,6068,8770,8176,9066,10646,9307,9549,9410
MSTRG.16992,203,256,192,288,141,98,124,209,224,209,165,249,175,192
MSTRG.16995,8032,10707,8238,11902,5636,6109,6899,11578,8759,9998,11839,11073,10256,9071
MSTRG.33845,2475,3572,2701,3536,1849,1856,2345,2934,2950,2882,3151,2724,2836,3754
MSTRG.27746|LOC111133174,0,0,0,0,0,4,0,0,0,0,0,0,0,0
MSTRG.16998,337,518,503,473,364,346,326,426,599,457,352,490,290,579
MSTRG.28012|LOC111133419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11035|LOC111124709,28,22,9,22,12,45,22,29,36,33,19,25,16,55
MSTRG.43797|LOC111116384,2,3,0,4,2,0,2,1,0,0,2,0,0,0
gene24193|LOC111099409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16312|LOC111128676,0,0,0,2,0,0,0,3,0,2,0,5,0,0
gene4560|LOC111118926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9756|LOC111124608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24995|LOC111137152,10,0,8,13,3,24,0,14,20,15,19,19,9,37
MSTRG.13712|LOC111122642,5,3,24,7,14,28,3,7,44,33,4,11,6,58
MSTRG.23541|LOC111132425,4,2,0,2,5,11,3,2,25,3,0,7,0,11
MSTRG.36337|LOC111110487,0,3,3,5,0,6,1,6,3,8,14,10,4,7
MSTRG.6689|LOC111118623,0,0,3,0,0,0,11,0,0,0,0,0,0,0
MSTRG.30070|LOC111101947,21,9,13,3,5,1,13,38,4,37,39,9,14,1
MSTRG.18282|LOC111131593,0,0,0,0,4,5,3,3,0,0,0,0,0,10
gene16653|LOC111127931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5732|LOC111119526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32261|LOC111104481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33433|LOC111113459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22731,62,166,79,78,38,41,54,77,84,66,108,70,123,49
gene12655|LOC111125849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30571|LOC111106162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24561|LOC111132351,0,0,0,0,0,3,1,0,0,0,0,0,0,0
MSTRG.41493,82,79,98,146,58,71,56,64,98,45,20,103,30,83
MSTRG.14424|LOC111125820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17970|LOC111130224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene734|LOC111121313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37473|LOC111106630,3,3,6,0,0,0,2,4,0,0,0,0,0,6
MSTRG.2254,978,1206,1014,1238,948,679,800,1148,1295,1060,1105,1018,960,1134
MSTRG.26176|LOC111135645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11337,15,6,5,4,2,2,4,13,4,7,5,3,3,12
MSTRG.2251,33,34,18,24,10,13,16,31,36,40,41,16,22,47
MSTRG.2252,163,199,208,279,78,154,139,326,158,245,347,272,270,138
MSTRG.2253,907,1082,915,1199,617,648,754,1058,1064,1058,1033,1226,1024,1027
gene21342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18048|LOC111134165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17025,4953,6351,5762,6784,4942,4004,4276,5255,7543,6013,5998,5825,4025,9711
MSTRG.2259,469,628,479,683,334,304,421,652,457,679,822,716,773,442
MSTRG.34175|LOC111104292,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MSTRG.11331,536,810,653,667,483,401,522,645,673,614,795,466,392,787
MSTRG.17509,38,23,39,53,26,39,19,25,63,34,22,64,17,58
MSTRG.30763|LOC111100994,0,0,0,8,0,0,0,0,0,0,0,0,0,0
MSTRG.17947|LOC111129191,0,0,0,0,0,0,2,0,0,0,2,4,0,0
MSTRG.16378,9,21,11,43,19,8,22,12,17,26,11,37,29,31
MSTRG.32609,39,39,21,33,29,15,30,25,19,23,29,32,36,32
MSTRG.32607,6,27,6,14,1,4,5,12,10,3,2,14,8,5
MSTRG.32606,49,51,57,49,37,23,39,41,37,35,50,65,50,39
MSTRG.16376,578,592,762,685,446,320,388,427,670,453,545,546,178,1021
MSTRG.32603,180,333,267,291,167,144,226,255,236,185,257,262,137,244
MSTRG.3294|LOC111112862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16373,258,505,497,659,345,356,341,433,556,478,433,436,147,589
MSTRG.21225|LOC111136081,0,3,2,4,0,5,0,0,4,8,0,0,0,0
MSTRG.26293|LOC111137807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene36642|LOC111110721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8280|LOC111119619,22,11,16,21,0,0,9,15,8,7,17,0,0,0
gene37746|LOC111116103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene37744|LOC111116117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34906|LOC111107470,17,31,23,30,15,9,19,14,18,15,21,20,16,27
MSTRG.16143|LOC111122976,2,0,0,4,0,0,0,7,0,1,0,0,0,0
MSTRG.43208|LOC111117215,0,0,0,0,0,1,0,1,0,0,0,0,0,1
gene16291|LOC111130543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16765|LOC111134316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42377|LOC111111433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24219|LOC111101463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10057|LOC111126864,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.24625|LOC111137182,4,0,7,0,7,0,9,7,8,16,6,4,6,10
MSTRG.24448,3249,4614,3353,4012,2647,2620,2775,2897,4105,3579,3064,3768,2456,5015
gene5107|LOC111121634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35599,9,52,33,38,19,19,17,35,14,40,26,18,19,19
gene26520|LOC111102370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27849,1083,1547,1275,1697,881,962,878,1503,1349,1238,1327,1604,1528,1297
gene33341|LOC111112069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44065|LOC111116798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34560|LOC111113061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2313|LOC111105144,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MSTRG.29088|LOC111132755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30360|LOC111101719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26566|LOC111104931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4962,0,0,0,15,0,3,3,15,4,0,0,9,20,0
MSTRG.4963,10,38,14,50,0,17,15,58,9,18,41,39,61,0
MSTRG.4964,270,597,389,692,203,230,296,532,439,437,539,516,796,357
MSTRG.4965,359,541,379,500,260,214,278,386,424,401,336,412,389,346
MSTRG.4966,989,1323,1105,1167,883,954,699,934,1643,1185,1145,1092,835,1780
MSTRG.4967,1335,2259,1705,2603,945,1234,1361,1850,1905,1743,1735,1786,1834,1885
MSTRG.31395|LOC111101454,2,0,0,0,0,4,0,4,0,0,0,0,0,0
MSTRG.21664,1828,2515,2201,2721,1631,1789,1532,1705,3221,2223,1913,2306,1552,3965
MSTRG.41320,373,565,320,509,228,271,372,654,489,1193,1919,282,1182,305
MSTRG.20804,2306,3583,2613,3337,1824,1869,1992,2870,3303,3200,3404,3082,2885,3021
MSTRG.41324,1772,3545,2291,3006,1457,1466,1926,3202,2130,2883,4025,1926,2602,1880
MSTRG.37519|LOC111106500,0,0,0,0,0,0,0,0,0,0,6,0,0,0
MSTRG.2250|LOC111130213,0,0,0,0,0,0,0,0,0,0,0,15,0,0
MSTRG.19361|Trnam-cau,0,0,0,0,0,0,1,0,1,1,1,0,0,0
gene32736|LOC111106137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28371|LOC111105228,4,0,4,6,0,3,0,0,0,9,10,6,6,0
gene14021|LOC111131045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20803,79,101,89,115,60,55,44,92,86,68,83,63,56,77
MSTRG.33969,6,0,2,6,22,5,2,2,7,0,3,2,1,10
MSTRG.13626|LOC111125478,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene26822|LOC111104202,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MSTRG.13120|LOC111124630,2,1,1,1,1,1,1,1,1,4,1,1,0,1
gene29296|LOC111110387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34835|LOC111115714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
