gene_id,CASE_J03,CASE_J09,CASE_J12,CASE_J13,CA_J06,CA_J08,CA_J11,CA_J18,CON_J02,CON_J05,CON_J10,SE_J01,SE_J04,SE_J07
MSTRG.18266|LOC111128946,0,0,0,0,0,0,0,0,0,9,0,0,0,0
gene9673|LOC111125624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15637|LOC111126667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35799|LOC111110526,0,0,0,0,1,0,0,0,0,1,0,0,2,1
gene19131|LOC111099213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36178|LOC111106372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10679|LOC111122937,0,0,0,0,0,6,0,0,0,0,0,0,0,7
MSTRG.21536|LOC111135584,1,0,2,0,2,0,0,2,10,1,2,1,0,2
gene26865|LOC111102989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12408|LOC111122606,0,0,0,3,0,0,0,0,0,0,0,0,4,18
MSTRG.13203,610,1016,677,1058,489,595,551,920,820,695,873,857,835,804
MSTRG.17371|LOC111129524,0,4,1,0,0,4,3,5,9,0,7,11,4,4
MSTRG.29360|LOC111100655,0,0,0,5,9,3,0,5,0,0,0,7,0,15
MSTRG.20857|LOC111128182,6,13,6,14,2,4,0,12,5,16,21,8,13,0
gene16187|LOC111128429,0,0,0,0,0,0,0,0,0,3,3,0,0,0
MSTRG.1991,12380,22550,16285,16913,10795,10687,11761,13800,16386,18669,19874,14402,10867,23332
gene8056|LOC111118203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43323|LOC111117308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8118,915,944,660,968,712,737,650,747,1047,872,832,738,707,1357
gene10121|LOC111123970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8116,33841,58361,38947,69304,19242,27957,35883,63920,42877,39533,56488,60145,57216,34528
gene8318|LOC111127348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8112,1157,1469,1157,1503,901,804,972,1301,1280,1441,1728,1263,1340,1426
MSTRG.8910|LOC111120868,0,0,0,0,0,2,0,0,0,0,0,0,0,6
gene36632|LOC111112812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9640,2297,3276,2232,3442,1462,1496,2111,3789,2519,3360,5026,3338,4375,2052
MSTRG.9646,605,1003,634,822,582,440,573,681,805,774,736,662,542,860
gene7110|LOC111120844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9644,210,218,171,182,136,155,144,154,140,114,118,176,112,224
MSTRG.36689|LOC111107679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15418|LOC111130630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9648,460,814,582,806,352,287,521,905,453,845,1279,929,938,446
MSTRG.35066|LOC111109947,0,0,0,3,0,2,2,2,5,0,1,0,2,3
gene19347|LOC111134142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22408,746,1084,923,1055,659,552,673,849,1054,798,1124,823,629,1190
MSTRG.1430,179,149,169,191,138,61,116,108,176,128,101,131,56,206
MSTRG.1433,121,339,159,120,45,73,114,98,93,198,299,123,110,121
MSTRG.19009,22,31,21,19,24,19,24,32,20,15,40,27,15,13
MSTRG.41410|LOC111113357,3,10,1,0,1,2,1,1,4,1,1,6,0,4
MSTRG.27708|LOC111136509,0,2,0,0,0,0,0,0,0,0,0,0,0,0
gene38759|LOC111116368,0,1,2,5,0,2,3,5,2,0,2,1,1,0
MSTRG.22400,3108,3464,2932,3369,2764,2349,2762,3307,3843,3127,3991,2348,1720,5302
MSTRG.33370|Trnaa-agc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22402,4,2,5,1,4,4,5,1,4,3,0,2,0,9
MSTRG.22403,4346,6473,4625,8212,2775,3755,4441,7531,5159,7045,10782,6371,7917,4880
MSTRG.22405,6146,3370,5668,8241,11730,22125,3608,6972,10151,9806,3533,6713,1592,13501
MSTRG.27597|LOC111137764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22407,163,211,161,205,130,110,126,158,228,154,137,130,141,220
gene38470|LOC111116262,0,0,0,0,0,4,0,0,0,0,0,0,0,0
MSTRG.38538|LOC111110243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10478|LOC111124239,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MSTRG.12561|LOC111125644,0,0,7,9,2,0,0,2,0,6,0,0,0,5
MSTRG.32011|LOC111101077,1,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.35085|LOC111109503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3491,158,188,152,256,134,96,125,163,202,102,90,152,106,294
MSTRG.19002,67,90,64,135,35,50,102,119,134,196,355,71,91,147
MSTRG.34843|LOC111109591,0,0,0,7,0,0,0,4,0,0,0,0,0,0
MSTRG.43908,3,9,3,3,15,0,4,5,4,4,7,17,0,34
MSTRG.43909,8,19,7,14,6,7,10,24,7,18,14,39,20,9
MSTRG.18064|LOC111127762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28219|LOC111132632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18879|LOC111136157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13206,1934,5329,3188,5521,1401,1861,2607,5179,3019,4425,6072,4561,7638,2431
MSTRG.43907,92,35,52,53,78,97,93,124,62,47,41,54,42,31
MSTRG.43900,38,46,27,51,36,22,13,20,61,18,0,10,25,32
gene17329|LOC111137097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene32295|LOC111110111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43903,13,9,11,16,8,9,4,12,18,20,18,8,6,9
MSTRG.9394,560,525,523,674,385,315,360,456,466,463,373,643,512,609
MSTRG.4147,9,6,14,19,7,10,10,7,13,16,164,7,12,22
MSTRG.4144,1374,2081,1267,1984,1011,979,1256,1972,1596,1545,1989,1626,1890,1274
MSTRG.9390,3242,4272,4085,4798,2782,2926,2767,3617,4494,3289,3249,3573,2899,4888
MSTRG.4140,1952,4668,2005,1884,1325,867,1764,2572,1489,2762,4005,1834,1898,1572
gene37779|LOC111114402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28691|LOC111108189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9398,6133,7214,6062,7658,4665,4363,4500,7153,6478,7643,7812,7629,7038,6942
MSTRG.38053|LOC111107873,6,6,5,20,3,2,10,19,5,5,4,6,7,4
gene23834|LOC111100247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7789|LOC111118114,0,0,0,0,0,0,0,0,0,0,0,4,0,0
MSTRG.27172|LOC111134995,0,12,1,0,0,0,0,6,3,22,21,0,0,3
MSTRG.27431|LOC111137997,7,11,0,6,0,9,0,6,8,12,6,19,9,14
MSTRG.15684|LOC111126198,0,0,0,0,3,0,0,0,0,3,0,0,0,0
MSTRG.41969|LOC111114173,153,159,66,217,87,244,90,225,420,260,155,213,65,257
MSTRG.31591|LOC111101021,3,1,0,10,6,28,0,11,21,14,11,12,5,11
MSTRG.6096|LOC111117946,2,4,3,9,3,3,1,0,6,6,0,2,4,0
gene11927|LOC111123375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13269|LOC111125088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.617|LOC111111015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42858|LOC111112171,7,11,9,20,2,11,13,4,40,9,7,12,8,22
MSTRG.26071|LOC111136682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23668|LOC111099570,3,0,0,0,0,0,0,0,0,0,0,0,0,15
gene25611|LOC111103959,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene39090|LOC111117140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44200|LOC111117356,0,4,0,0,0,6,0,0,0,0,0,9,0,0
gene33687|LOC111113523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6132|LOC111118881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8746|LOC111122351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36276|LOC111108511,0,0,0,2,0,0,0,3,0,0,2,0,5,0
gene8537|LOC111124671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18332|LOC111130087,2,0,2,0,0,1,0,1,3,1,0,0,3,2
MSTRG.1600,1376,2176,1718,1800,1265,982,1226,1426,1747,1981,2204,1370,1136,2231
gene26739|LOC111102458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44037|LOC111117809,0,3,0,0,0,0,0,0,2,5,0,2,0,0
MSTRG.27130|LOC111135148,0,4,0,5,0,0,3,5,7,7,2,5,10,0
MSTRG.36451|LOC111108614,0,11,11,8,9,0,7,8,0,8,11,0,6,7
MSTRG.23253|LOC111099104,0,0,0,3,100,0,0,0,14,0,0,0,0,6
gene2851|LOC111099792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5904|LOC111119864,0,0,3,0,2,2,0,1,0,0,2,6,0,0
MSTRG.2136|LOC111112008,0,0,0,0,0,0,0,0,0,0,0,0,5,0
MSTRG.12334,1150,1891,1464,1706,1128,984,1045,1473,1443,1304,1257,1387,1270,1264
MSTRG.9707,42,58,46,78,45,27,78,71,45,66,55,28,26,77
MSTRG.2698,5,0,21,0,9,0,9,8,15,6,12,0,8,11
gene29130|LOC111107613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18416|LOC111138225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14678|LOC111125188,0,7,3,0,0,8,3,0,0,0,0,4,13,3
MSTRG.30018|LOC111101836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.817|LOC111105709,0,0,0,0,0,0,0,1,0,2,0,0,0,0
MSTRG.30277|LOC111101712,0,0,0,0,0,0,0,0,0,0,0,0,0,9
MSTRG.15389,5721,8848,7633,9542,4667,5614,5218,7509,8577,8468,8156,8645,6908,9267
MSTRG.42786|LOC111112659,1,2,5,1,0,1,0,5,1,2,1,6,5,4
MSTRG.42610|LOC111114320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4063|LOC111119365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14713|LOC111124351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9702,843,1302,1050,1248,747,625,1213,1072,1136,1098,906,872,600,1401
MSTRG.18752|LOC111129851,15,22,28,18,3,46,7,40,111,19,5,72,9,42
MSTRG.38361,13,24,5,10,5,9,13,32,19,7,24,19,10,22
MSTRG.39897,104,190,236,278,162,176,176,215,334,151,164,144,133,486
MSTRG.10359,13,12,18,11,7,24,20,19,13,16,20,23,41,39
gene24805|LOC111101802,0,0,0,0,0,0,0,0,0,3,0,0,0,0
MSTRG.10355,71,43,36,70,44,25,21,55,81,45,135,34,15,99
MSTRG.38794|LOC111115916,3,0,0,0,0,0,0,0,3,0,0,0,0,0
MSTRG.25791|LOC111135695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10350,231,301,309,454,245,296,234,302,325,434,441,303,245,343
MSTRG.10353,214,194,199,242,147,158,187,213,224,206,147,209,178,252
MSTRG.10352,80,138,92,168,89,80,106,133,108,126,159,132,101,121
MSTRG.6148|LOC111118770,1,6,1,6,0,4,8,5,3,0,0,0,0,3
MSTRG.11741,244,456,270,589,149,237,250,462,281,257,380,372,323,339
MSTRG.13355|LOC111124626,3,0,0,8,0,0,0,0,0,0,0,0,0,0
MSTRG.11834|LOC111123257,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.10289|LOC111117917,4,3,0,0,0,1,3,2,0,0,0,4,0,2
MSTRG.43012,2098,2767,2452,3198,1599,2053,1736,2668,2859,2919,2760,2811,2468,2987
gene21213|Trnay-gua,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43010,6,10,6,9,6,13,7,11,17,16,20,13,14,10
MSTRG.25723,3130,3637,3929,5140,2122,2101,2326,4667,3281,3877,5029,5389,5184,3382
MSTRG.5439,206,249,213,252,208,223,210,282,201,216,326,290,278,232
MSTRG.43017,772,955,860,908,602,592,704,773,921,786,774,701,676,1086
MSTRG.19985,1236,1995,1497,1925,1112,1114,1101,1500,1695,1769,1912,1369,1333,1949
MSTRG.43015,761,1076,780,953,694,652,670,718,1064,1076,977,867,573,1265
MSTRG.5435,3703,6989,2991,13429,567,4948,4830,13658,4962,4291,7410,9863,8396,1774
gene18933|Trnat-ugu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14748|LOC111129600,0,1,0,0,0,0,1,0,3,0,0,1,2,0
MSTRG.43019,45,64,74,93,57,34,55,41,109,48,45,48,72,75
MSTRG.3554|LOC111123433,0,0,9,6,0,0,4,7,18,0,0,12,0,4
MSTRG.5430,7542,10129,7508,11930,4971,5329,6962,11749,8350,8278,11414,11706,9628,7832
MSTRG.5433,825,1544,668,2219,166,767,1098,2560,944,945,1560,2091,2023,356
gene35077|LOC111114568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9528|LOC111121018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15656,676,831,648,834,663,609,621,665,942,795,783,611,412,973
MSTRG.1835,37,49,32,42,34,16,23,16,52,27,41,42,21,31
MSTRG.15654,890,2713,1329,1830,844,730,1549,2647,1067,2586,3786,769,1315,1196
MSTRG.19792|LOC111129341,0,0,2,3,0,0,0,0,0,0,0,0,0,1
gene33633|LOC111110878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15650,1125,1688,1180,1858,884,842,1074,1692,1302,1213,1385,1407,1453,1175
MSTRG.30180|LOC111101554,0,21,2,0,0,4,15,5,0,0,0,0,0,20
MSTRG.9708,1129,2160,1630,1897,845,805,1144,1839,1299,2083,3012,1354,1446,1574
MSTRG.15659,37,122,38,65,31,43,73,96,35,100,133,13,79,20
MSTRG.15658,134,169,149,156,107,74,93,164,175,191,154,125,86,243
gene9861|LOC111124174,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MSTRG.37047,783,1481,1009,967,580,562,689,983,866,960,1077,713,512,884
MSTRG.37044,325,166,649,773,797,538,369,411,798,260,252,310,108,1045
MSTRG.4174,598,732,620,689,644,609,459,466,961,704,632,800,389,1123
MSTRG.37043,514,885,570,825,426,363,528,839,506,680,793,596,669,454
MSTRG.31389|LOC111100281,0,0,0,0,5,0,4,0,0,0,0,0,0,0
MSTRG.37041,42,55,30,58,35,37,75,76,66,30,78,46,51,57
MSTRG.34122|LOC111103168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37048,1235,1858,1426,2066,855,1145,1091,1908,1445,1652,1957,1878,1756,1304
MSTRG.21584|LOC111134458,2,2,0,4,3,3,4,2,3,4,3,3,3,1
MSTRG.15463|LOC111125303,0,0,0,10,2,5,0,1,0,0,3,3,0,4
gene9106|LOC111124826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13034|LOC111131681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene39487|LOC111117860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7796,932,1758,1287,1682,787,827,1025,1447,1330,1472,1636,1331,1530,1242
gene37349|LOC111114295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8774|LOC111124033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20822,351,544,439,514,314,341,326,458,537,599,787,510,568,458
MSTRG.13487|LOC111124584,10,0,0,0,7,8,0,9,7,0,0,0,0,0
MSTRG.39192,4,12,6,27,0,9,12,24,7,19,15,10,23,9
MSTRG.39193,2,1,11,1,0,0,1,1,0,0,0,24,0,2
MSTRG.30994|LOC111100898,2,1,0,1,2,0,0,1,1,6,1,1,1,1
MSTRG.2366,20,12,19,24,12,14,13,10,23,16,32,10,13,29
MSTRG.39194,18,19,12,19,0,0,0,13,0,15,12,0,0,27
MSTRG.39195,16,24,12,17,41,33,18,34,26,14,12,17,7,25
MSTRG.18589,3049,1723,1118,2584,17675,20189,806,1812,15023,3638,569,1500,931,7490
gene29069|LOC111109401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27803|LOC111105090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18580,125,270,103,125,108,110,160,160,90,132,182,95,99,176
gene33317|LOC111111577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18582,38,57,47,52,49,37,59,55,93,59,75,52,36,109
MSTRG.18583,284,501,258,491,90,145,263,615,170,408,729,516,655,190
MSTRG.18584,320,552,356,526,247,283,294,370,454,581,771,802,765,502
MSTRG.18586,152,241,153,344,141,165,163,268,301,258,297,191,252,284
MSTRG.18587,1048,1508,1069,1554,877,1054,819,1126,1833,1463,1562,1256,1080,1848
MSTRG.8700|LOC111119401,6,8,3,8,0,3,12,7,10,3,7,10,15,27
MSTRG.14037|LOC111126386,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gene32025|LOC111110099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2863|LOC111112042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5781|LOC111118928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17426|LOC111133018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33032|LOC111115218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25845|LOC111138516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24766|LOC111138067,0,0,0,0,0,0,0,4,0,0,0,0,0,0
MSTRG.8568|LOC111119226,22,22,19,21,19,38,13,26,66,32,21,28,23,23
MSTRG.26321|LOC111137560,0,0,0,14,17,12,0,0,2,12,0,0,0,0
gene7751|LOC111122214,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gene18978|LOC111137494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17157,328,138,609,878,144,250,74,157,591,145,87,824,20,2152
gene19767|LOC111099077,7,18,16,3,15,11,10,7,7,9,8,10,23,9
gene16327|LOC111129182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30500|LOC111102035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene37090|LOC111112309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2647|LOC111114888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26844|LOC111104183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene37054|LOC111111880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33754,1,3,0,15,0,2,4,9,3,3,10,11,27,0
MSTRG.18633,11,8,4,8,6,4,2,5,8,11,8,11,5,20
gene9870|LOC111126521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18631,11,13,5,22,26,12,12,6,18,9,7,12,5,41
MSTRG.1398,58,153,118,190,45,54,62,99,88,84,149,94,79,136
MSTRG.6167,2537,5570,3011,4714,1944,1793,3070,5586,3061,4785,5746,3895,5850,2177
MSTRG.18634,1678,1974,1739,2390,1500,1604,1373,1683,2464,2019,1845,2152,1436,2610
MSTRG.18635,7721,13986,8107,16175,3555,5932,8991,16525,8510,8943,14496,13626,14068,5936
MSTRG.1395,65,98,79,89,46,26,29,58,47,34,38,83,26,123
MSTRG.18638,584,642,520,615,450,296,392,508,729,399,507,468,413,750
MSTRG.18639,253,428,387,500,240,246,286,293,412,310,329,370,321,517
MSTRG.1390,316,438,330,409,272,218,262,421,356,381,379,286,299,585
MSTRG.1391,21,27,17,51,25,33,35,38,41,52,47,57,58,100
MSTRG.9984|LOC111118743,0,0,0,0,0,0,0,0,0,0,0,12,0,0
MSTRG.1416|LOC111111571,13,5,8,24,14,24,6,15,16,20,10,21,10,17
gene2368|LOC111107354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31805|LOC111109184,0,0,3,0,0,2,0,0,0,0,0,0,0,0
gene35535|LOC111112358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34889|LOC111110642,0,0,0,0,0,0,0,8,0,0,0,0,0,0
MSTRG.35701|LOC111107156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20493|LOC111128390,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MSTRG.6596|LOC111120506,0,9,0,0,0,0,0,0,3,4,8,0,0,0
MSTRG.11954|LOC111126035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27226|LOC111105028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21183|LOC111133133,2,0,0,0,0,3,0,1,0,0,0,0,0,0
MSTRG.6141|LOC111119781,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gene6238|LOC111120038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27971|LOC111136458,0,0,0,0,0,0,0,1,2,0,0,0,0,0
MSTRG.44213|LOC111117646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23079,50,85,67,55,60,38,85,138,90,113,150,42,43,107
MSTRG.32159,12,25,18,29,15,26,12,23,26,15,33,19,14,51
gene32284|LOC111109451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3092,16,25,5,15,23,36,18,13,34,57,39,26,15,50
gene622|LOC111122680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34340|LOC111115476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42828,12,7,15,6,9,4,9,7,1,11,0,12,9,18
MSTRG.38248,46,73,48,68,28,58,55,60,85,53,63,71,54,118
gene23574|LOC111101098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.681|LOC111123914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32156,1117,1306,1145,1304,964,806,817,1021,1343,1079,960,1133,867,1641
MSTRG.42990|LOC111114653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38243,157,198,155,255,149,115,118,175,229,146,186,239,107,236
MSTRG.42823,84,215,152,123,69,67,101,105,174,146,132,113,146,260
MSTRG.42824,131,90,103,102,64,90,52,141,76,82,114,86,66,86
MSTRG.42825,69,84,43,83,47,33,70,85,84,63,126,56,71,156
MSTRG.42826,4,15,4,2,2,0,8,8,2,9,9,4,0,0
MSTRG.38246,1418,1818,1313,2132,1059,1026,1286,1815,1686,1628,1874,1878,1747,1224
gene38119|LOC111117057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5183,1606,1421,1006,1356,1235,1392,1068,984,2026,1802,1496,1179,475,2501
MSTRG.3099,319,335,211,329,228,195,256,362,312,316,335,251,233,377
MSTRG.11202|LOC111124079,0,0,0,0,0,0,0,8,0,2,4,0,0,0
MSTRG.22467|LOC111134366,7,4,8,11,2,8,0,0,14,4,6,9,0,17
MSTRG.15242,2156,3182,2105,3348,1291,1506,2260,3637,2206,4929,7331,2554,5070,2519
gene1649|LOC111117332,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13439|LOC111125081,6,15,9,19,0,51,0,5,7,3,4,0,6,5
MSTRG.33670,81,201,117,218,16,95,97,166,96,109,148,176,181,29
MSTRG.31821|LOC111102186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30818,78,169,116,153,48,64,67,190,80,115,119,104,126,66
MSTRG.16203,1281,2078,1463,2031,919,917,1042,2269,1461,1968,2764,2350,3317,1286
MSTRG.43663|LOC111117443,0,1,2,0,2,1,0,1,2,0,1,0,0,2
MSTRG.30814,1459,1844,1577,1806,1262,1262,1185,1328,2021,1793,1596,1690,1049,2272
MSTRG.30816,323,407,402,539,280,240,288,474,382,433,405,427,361,422
MSTRG.30810,1,4,22,4,0,0,0,1,1,0,0,2,0,3
MSTRG.30811,967,1309,1053,1277,807,721,843,1253,1328,1342,1314,1274,1114,1401
MSTRG.39503|LOC111111091,0,0,5,1,0,4,0,0,1,1,0,0,2,0
gene33282|LOC111114821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11467|LOC111126960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene35945|LOC111111911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39310,147,116,119,157,84,76,66,132,118,105,118,161,189,155
gene5581|LOC111118172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19700|LOC111130617,1,8,0,8,0,2,0,6,4,0,1,10,0,14
MSTRG.39311,22018,20520,17440,21599,18397,14628,16599,18735,23470,21365,23144,18654,13567,28242
MSTRG.39756|LOC111113694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4632|LOC111108466,0,0,0,7,0,0,0,0,0,0,0,0,0,16
gene25373|LOC111101846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37248|LOC111110062,3,2,7,1,0,2,4,10,0,0,0,5,1,0
MSTRG.4082,1878,2697,2206,2822,1262,1441,1399,2439,1913,2053,1977,2804,2381,1573
gene37496|LOC111114337,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gene8045|LOC111120710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13201|LOC111123100,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MSTRG.13265|LOC111126412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34691|LOC111103022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23551|LOC111100077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16656|LOC111128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25164|LOC111135811,0,0,0,0,0,0,0,5,6,3,0,3,0,4
MSTRG.41406|LOC111115184,19,17,33,13,11,22,30,7,18,14,21,13,14,34
MSTRG.13725|LOC111126188,0,1,1,1,1,1,1,1,0,1,0,1,0,0
MSTRG.19219,3676,6007,4332,7339,2666,3899,3381,5768,5402,4398,5399,5712,5535,4693
MSTRG.19218,20,26,15,33,9,17,6,17,28,22,18,16,11,8
MSTRG.19212,1556,2225,1905,2379,1324,1326,1532,2069,2953,1840,2118,1737,1907,2450
MSTRG.19211,15,17,19,39,19,24,11,24,24,26,25,8,16,41
MSTRG.32139|LOC111104578,4,4,3,0,0,2,2,0,4,3,6,3,0,8
MSTRG.22415|LOC111135163,0,0,1,35,0,1,1,1,1,0,0,0,1,1
MSTRG.19215,139,242,133,185,88,86,67,130,208,153,186,91,113,145
MSTRG.28687|LOC111137447,0,0,0,0,0,4,2,0,0,0,0,0,0,0
MSTRG.1000|LOC111120067,18,8,15,18,37,75,6,10,57,42,10,40,2,155
MSTRG.5887|LOC111119882,14,3,4,7,12,7,9,10,15,12,5,9,3,9
MSTRG.14214|LOC111124616,0,0,0,0,0,0,0,1,1,1,1,0,1,0
gene27969|LOC111104378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29928,769,1046,888,1118,754,634,694,804,1330,739,918,821,516,1337
MSTRG.43503|LOC111117209,1,0,0,0,1,0,0,0,0,0,1,0,0,1
gene26860|LOC111104976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34708|LOC111104127,0,3,0,6,0,0,0,5,0,0,0,5,0,0
MSTRG.21040|LOC111134263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40674|LOC111115870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29921,110,80,94,163,97,103,91,112,180,92,122,104,54,157
MSTRG.29926,484,635,575,723,359,354,364,513,509,486,401,686,393,448
MSTRG.29924,144,231,181,358,181,169,187,313,218,438,417,303,367,370
