baseMean,neglogpvalue
MSTRG.28580,0.21965023798032
MSTRG.12331,-0.141399972413046
MSTRG.30112,-0.060415081907407
MSTRG.30115,0.0408450675095081
MSTRG.30114,0.695662074617065
MSTRG.2086|LOC111136618,-0.298213861614719
MSTRG.6905,5.57359276951041
MSTRG.21651,-1.19540033596635
MSTRG.35932,0.100998165687893
MSTRG.6907,-0.780750293597414
MSTRG.27330,-0.0206878841613444
MSTRG.20697,-0.18296330032467
MSTRG.20695,-0.106725214938899
MSTRG.20304|LOC111129032,-4.53652963793924
MSTRG.38518,0.215449852255148
MSTRG.10523,0.00163473089656217
gene17091|LOC111133349,0.158386144138767
MSTRG.37303,0.896172844811602
MSTRG.28091,-269.442581918787
MSTRG.28092,0.0933098979127243
MSTRG.41757|LOC111115355,-0.426890645751357
MSTRG.28094,-0.234076582999927
MSTRG.28097,-4.78140344800741
MSTRG.28096,-0.0905840936636036
MSTRG.37979,-0.316785473676502
MSTRG.25520,-0.0210952531203354
MSTRG.28366,-0.00908047803568839
MSTRG.39334|LOC111114466,0.59294753209432
MSTRG.20525,-0.882688972780846
MSTRG.20524,-0.00977126910126683
MSTRG.20527,0.322925743769896
MSTRG.20520,0.113369632208333
MSTRG.17321,0.977764481685648
MSTRG.24546|LOC111136826,0.035748508991532
MSTRG.17323,0.150254524694767
MSTRG.17322,3.29687711745708
MSTRG.17329,-0.0606368438771033
MSTRG.17328,-0.292612447432038
MSTRG.16050,2.74287765203778
MSTRG.16053,1.59321825993095
MSTRG.16054,6.73929720178011e-05
MSTRG.16056,0.18245261543441
MSTRG.21017|LOC111128437,0.649048154719231
MSTRG.9592,0.0963675063665468
MSTRG.17655|LOC111130059,-0.191311744401602
MSTRG.37460,0.438794220699732
MSTRG.25343,-0.358842447000034
MSTRG.37462,-0.350009196898264
MSTRG.37463,3.93649884840348
MSTRG.25346,0.189342067499886
MSTRG.25347,-0.000629824970727199
MSTRG.25344,0.413105339630423
MSTRG.7058,-0.14503991603839
MSTRG.22599|LOC111137343,-17.6028719585621
MSTRG.5509,0.141411777864084
MSTRG.5501,-0.275879018423335
MSTRG.5503,0.225237667563878
MSTRG.5505,-0.0227947267383913
MSTRG.2022,7.05525333838236e-05
MSTRG.31515,0.0231357196612518
MSTRG.7053,-0.0178774544622091
MSTRG.31436,0.332811156227629
MSTRG.7257,-0.923305549161598
MSTRG.31511,-0.0633227564398703
MSTRG.42272|LOC111112016,0.166096088611777
MSTRG.31430,-0.0283699906966432
gene19550|LOC111133498,2.65201953780517
MSTRG.21156,-3.88587857666512
MSTRG.43422,-0.00398657988972346
MSTRG.12880|LOC111125408,0.352391532489149
MSTRG.11587,38.7502622964344
MSTRG.28619|LOC111136917,-0.0197716686896195
MSTRG.11582,0.636921382568667
MSTRG.22581,1.13388854920976
MSTRG.22583,0.0273110652759908
MSTRG.22582,-2.70621656749379
MSTRG.22585,0.0868368913169195
MSTRG.22587,0.158352015471162
MSTRG.11588,0.0585021257994842
MSTRG.26699,0.154414915368295
gene25228|LOC111101722,-0.083916290504125
MSTRG.21458|LOC111136323,-0.840435401496276
MSTRG.26691,-0.018827423270098
MSTRG.26695,0.0377603223893674
MSTRG.26694,0.176208474449494
MSTRG.26697,-0.364519850865527
MSTRG.26696,0.172613379452976
MSTRG.16589,-0.277881456746026
MSTRG.16582,-0.0814862857424946
MSTRG.16580,-7.47885385599148
MSTRG.16586,0.235504747302077
MSTRG.16587,4.59496639391904
MSTRG.16584,0.0699635738355016
MSTRG.16585,0.0420093812244891
MSTRG.11059,2.88897598278026
gene38900|LOC111116713,0.440757922373102
MSTRG.42280|LOC111112023,-3.6297859575698
MSTRG.11051,-0.203781249937422
MSTRG.11055,0.00900569162528101
MSTRG.11054,0.0211149365918171
MSTRG.8862|LOC111120306,-5.62986841941939
MSTRG.23186,-0.0802786908892416
MSTRG.23184,-2.1111944076037
MSTRG.23183,0.00331843864658838
MSTRG.16260,-0.137507067415678
MSTRG.23188,-0.00795654569015638
MSTRG.37529,-0.272959561061933
MSTRG.35207|LOC111108408,0.174151505664554
MSTRG.15322|LOC111124686,-6.39917278035749
MSTRG.3991,-0.592276044006119
MSTRG.2588|LOC111128149,7.15090080168242
MSTRG.24743,0.00467868292981862
MSTRG.38305,0.602562649288094
MSTRG.6400|LOC111119074,0.0148413544357293
MSTRG.31832|LOC111100373,-86.8710682374012
MSTRG.40384,-1.22996163027227
MSTRG.40501|LOC111115772,0.413623043391117
MSTRG.27253,-0.00891040617794171
MSTRG.27250,0.196140239005129
MSTRG.27256,-0.00429826178306174
MSTRG.15776,0.112612977731618
MSTRG.15777,0.0116810470402515
MSTRG.15779,0.0176521350430048
MSTRG.27259,-0.153718197441611
MSTRG.10722,0.00229907871552441
MSTRG.10725,-0.730235191423659
MSTRG.10726,-0.204808703168178
MSTRG.10727,0.000705029517304097
MSTRG.10728,-0.0966969961044373
MSTRG.11458,-8.07933734985129
MSTRG.29919|LOC111102278,1.20630479613481
MSTRG.13426,-0.045498262465684
MSTRG.4792,-0.155521102300183
MSTRG.35337|LOC111109407,0.106108456756742
MSTRG.25089,-0.122051549771808
MSTRG.28160|LOC111132986,-0.106690098473142
MSTRG.41848,1.14329056579907
MSTRG.41845,0.219143455730968
MSTRG.41843,0.140040702189742
MSTRG.41840,-0.685605121476286
MSTRG.16388|LOC111128061,-0.329093605473592
MSTRG.9692|LOC111119941,-5.17169138145743
MSTRG.34949,0.0642154366414401
MSTRG.9802|LOC111121447,-0.181623894790444
MSTRG.22410|LOC111137890,-0.655154321435671
MSTRG.21430|LOC111133006,0.280154493032041
MSTRG.43565,-0.10106655620854
MSTRG.43562,-0.610878710237748
MSTRG.43563,0.786054159898054
MSTRG.43560,-0.790713634265296
MSTRG.43561,-1.97093389291066
MSTRG.27663|LOC111137274,-0.630457420535216
MSTRG.43568,0.0140706369751473
MSTRG.3811|LOC111102520,0.722395946431735
MSTRG.12760,4.84677930102584
MSTRG.12761,0.0333188415893793
MSTRG.12766,0.0752410590323165
MSTRG.12764,-0.69873204504888
MSTRG.10898,0.555013154931139
MSTRG.3843,0.761643352679987
MSTRG.10892,-0.533779081397249
MSTRG.10891,0.0673959257155059
MSTRG.38146,-0.48641673303571
MSTRG.10897,0.659356138999322
MSTRG.38145,-0.0142825545541688
MSTRG.17048,-0.0140864995389215
MSTRG.17049,0.00502335880198071
MSTRG.33179,0.00274584023577082
MSTRG.33172,-0.13420695310798
MSTRG.17041,-0.0198945201911576
MSTRG.33170,0.331743676118065
MSTRG.17044,-0.000149101449416552
MSTRG.33177,0.603279895988869
MSTRG.17046,-0.114904482329358
MSTRG.33175,-0.0215210647769602
MSTRG.7116,-0.446996006115189
MSTRG.9060,-0.0573441072216932
MSTRG.28840|LOC111135206,-0.0142621547359534
MSTRG.8716|LOC111119375,0.807324072727614
MSTRG.12498,0.461324664943206
MSTRG.26346|LOC111134314,0.331871629783741
MSTRG.12494,-0.0215778763474069
MSTRG.12496,0.00990679169366082
MSTRG.12491,0.00122423015582271
MSTRG.12492,-0.000889350777686157
MSTRG.9067,-0.0228401429172505
MSTRG.14420|LOC111126368,4.35939714675788
MSTRG.10930|LOC111122777,-0.00818568845674346
MSTRG.11661|LOC111124263,0.131077613292773
MSTRG.18714,-0.027324020644206
MSTRG.22791|LOC111138454,-0.224763710243578
MSTRG.40035,0.312381544779356
MSTRG.40034,0.07057038850272
MSTRG.40031,0.171822851994816
MSTRG.40033,0.0913879731227298
MSTRG.40039,-0.000762712650460905
MSTRG.20193|LOC111131843,3.37726626689394
MSTRG.2389|LOC111127150,4.71799302054895
MSTRG.13541,0.0057056707548735
gene39015|LOC111117498,0.879337145300542
MSTRG.3678,-0.0103436883229385
MSTRG.21923|LOC111137701,-0.519929626625826
MSTRG.36134|LOC111107259,0.170445781004844
MSTRG.3673,-0.301680429720733
MSTRG.3674,-0.960041034964741
MSTRG.3676,-0.31938490662451
MSTRG.25867,2.03895731827671
MSTRG.22944|LOC111132244,13.6010616788403
MSTRG.20810,0.202474626894697
MSTRG.7208|LOC111119027,-2.15674401121248
MSTRG.8139|LOC111119442,-0.312423332642799
MSTRG.4902,0.139954047600356
MSTRG.4903,-1.42505150119668
MSTRG.4901,-0.00435289523882555
MSTRG.4905,1.07963016736159
MSTRG.25863,-0.662687939341834
MSTRG.4908,-8.8746856425391
MSTRG.4909,-0.0786143247668188
MSTRG.42768,0.0223947145318118
MSTRG.42766,-1.04712232427811
MSTRG.42764,-0.694900191678482
MSTRG.42762,0.0548973509409417
MSTRG.42761,-0.00216561544987795
MSTRG.774,0.0334375668835381
MSTRG.8590,0.0611522862075306
MSTRG.776,-6.82552227393151
MSTRG.777,0.935709115550429
MSTRG.8595,0.257871505518267
MSTRG.8594,-0.0363343680825305
MSTRG.8598,-0.314883426986899
MSTRG.779,0.125855071659672
MSTRG.36477|LOC111108266,3.32475824856348
MSTRG.29596,7.64295195546253
MSTRG.18178,0.00103141668650684
MSTRG.26107|LOC111136868,-0.706956838037477
MSTRG.26292,-0.0837132901807672
MSTRG.17538,-0.479622731865109
MSTRG.18176,-0.00222417188844063
MSTRG.12619|LOC111123193,-3.49731943553632
MSTRG.1724|LOC111130547,0.156240831007144
MSTRG.18172,0.0611204562736507
MSTRG.36510,-0.0340196160421782
MSTRG.23279,-0.10056240533187
MSTRG.30696|LOC111100483,-22.1151925452003
MSTRG.7013,-0.156654892218281
MSTRG.39956,-6.90778184076978
MSTRG.39955,-10.10608560082
MSTRG.39953,-0.899089563877534
MSTRG.39951,0.208641430546609
MSTRG.33846|LOC111103449,-0.109613956777361
MSTRG.39958,0.214807418794517
MSTRG.1743,-10.6055657571634
MSTRG.1741,0.0450588689427041
MSTRG.42188,-0.498599460287573
MSTRG.1747,-5.54674017596668
MSTRG.24216|LOC111135753,-274.646466663377
MSTRG.42183,-1.29563947354246
MSTRG.42182,0.0265343445737398
MSTRG.42180,-0.0729323127945599
MSTRG.42185,0.00171141274671231
MSTRG.4895|LOC111120128,-0.725615555004359
MSTRG.30643,0.643010781381642
MSTRG.21638,-2.09754019820051
MSTRG.9246,-0.0928658356778768
MSTRG.9247,0.0068893906018159
MSTRG.23178|LOC111132941,1.06011330949726
MSTRG.9240,-2.25050989599568
MSTRG.9241,0.0139061067056852
MSTRG.9249,1.23023705930224
gene26042|LOC111103178,-0.0646279685835915
MSTRG.15238|LOC111123119,0.00578824048048336
MSTRG.30461,-0.717537875697685
MSTRG.34555,0.00676737754781892
MSTRG.30463,0.602363670260321
MSTRG.6431,0.00118780603412887
MSTRG.6432,1.23030944939914
MSTRG.40854,0.276523493071149
MSTRG.34375,-4.47487770447575
MSTRG.34374,-0.00418203452734137
MSTRG.34377,0.119132176710245
MSTRG.40850,0.441421803443819
MSTRG.36348,-1.42103292209505
MSTRG.56,0.182612803412437
MSTRG.55,-0.00303557472780016
MSTRG.52,0.123831838014082
MSTRG.53,-1.05557914028917
MSTRG.34559,-0.562649394085033
MSTRG.36342,-0.291125247458656
MSTRG.22053|LOC111135123,0.558876519685912
MSTRG.7018,0.000330458771289811
MSTRG.30137|LOC111101547,-0.633116251184149
MSTRG.42463,-0.0724858522991301
MSTRG.28871,0.0159326097495991
MSTRG.6298,-0.00464053650143307
MSTRG.6299,-1.26314726672375
MSTRG.30365,0.0552087107486403
MSTRG.6294,0.531500053272594
MSTRG.6297,1.69704673041442
MSTRG.6291,-0.330937273280295
MSTRG.6293,-2.2719315029659
MSTRG.2067,-9.44788853171295
MSTRG.24662,0.0170702134493736
MSTRG.26386,0.527466538353052
MSTRG.7741,-0.731040136833174
MSTRG.7740,0.111070242778911
MSTRG.21115|LOC111135382,2.61571560390436
MSTRG.7749,-0.0117778137381417
MSTRG.42787|LOC111112656,0.226464848099232
MSTRG.42787|LOC111112655,-0.297654343221148
MSTRG.33373,-0.910889671204657
MSTRG.7388|LOC111121056,-3.12575847227751
MSTRG.30933,0.205284489944583
MSTRG.26887,0.0156225065233666
MSTRG.37243,0.416920363922551
MSTRG.33379,-0.0185600134092592
MSTRG.1767|LOC111133486,-4.45646192084356
MSTRG.18691,-0.205278000572318
MSTRG.1585|LOC111106356,0.0101491592063244
MSTRG.3165|LOC111136596,-0.247421187648956
MSTRG.39043,0.0453054916651583
MSTRG.1321|LOC111111262,-6.48771072460815
MSTRG.34101|LOC111102340,-0.748596842990319
MSTRG.43816,0.00413810651676705
MSTRG.31992,-1.01176168797384e-05
MSTRG.18798,0.600459408422688
MSTRG.24998,1.06240516021672
MSTRG.28631,-0.0980370462620999
MSTRG.883|LOC111108825,-1.17038832835032
MSTRG.43385|LOC111116840,1.08632264233887
MSTRG.29837,-0.381193046011584
MSTRG.29830,-0.0114194302133798
MSTRG.29832,0.0754194285805571
MSTRG.29833,0.0306965135197397
MSTRG.36785|LOC111107935,-6.20267932056838
MSTRG.37543|LOC111107913,-0.752437638924078
MSTRG.28644,0.0116518639950851
MSTRG.34120|LOC111103170,1.27747104625052
MSTRG.8921,0.000149855216244589
MSTRG.8922,-0.219480713601585
MSTRG.8923,0.124960336041013
MSTRG.8926,-0.0147091895914549
MSTRG.8927,-0.0109300499786387
MSTRG.18369|LOC111129288,-0.884961637595539
MSTRG.28643,-0.42822560673095
MSTRG.40062|LOC111113134,-1.85138566327684
MSTRG.9327|LOC111118264,-0.253764038541304
MSTRG.25924|LOC111138322,-2.79687581329542
MSTRG.1744|LOC111103765,-5.28346656547071
MSTRG.5497,0.209040378540312
MSTRG.27473,0.21718046957632
MSTRG.14550|LOC111125403,-0.0878958339908032
MSTRG.19197|LOC111129633,1.26024827870536
gene13612|LOC111130381,-0.927966142591299
MSTRG.14674|LOC111123288,-1.8925148099398
MSTRG.20228,-0.000445572108033014
MSTRG.20229,0.0002719343258209
MSTRG.20226,-1.00619948436181
MSTRG.20225,0.0861673461588432
MSTRG.20222,0.00439250157492765
MSTRG.20223,0.677389211843185
MSTRG.20221,-0.644684567765162
MSTRG.36411,0.221507045690925
gene12309|LOC111122617,-13.4101037283909
MSTRG.13153,0.443958398493674
MSTRG.437,-0.562081971876925
MSTRG.435,-1.48297288404591
MSTRG.434,0.0671836935176903
MSTRG.433,-0.01977344947055
MSTRG.13150,0.0147987701322381
MSTRG.430,0.37620824175203
MSTRG.37947,-2.20760588934239
MSTRG.37946,0.0295818020341832
MSTRG.37945,-1.59192136305296
MSTRG.37941,-0.284851860447351
MSTRG.9414|LOC111118527,0.218032177631284
MSTRG.37948,-0.233584307325326
MSTRG.31478,0.517903844775075
MSTRG.30272|LOC111101191,0.0654573250788043
MSTRG.31474,0.172071128781814
MSTRG.31477,0.381218383369443
MSTRG.211|LOC111131773,0.0654077615143864
MSTRG.20281|LOC111131549,10.1390260093258
MSTRG.12282,3.21609586369155
MSTRG.17285,-0.172705377341369
MSTRG.17283,1.32956263493984
MSTRG.17281,-0.172226410024549
MSTRG.13544|LOC111122581,-0.796554873079937
MSTRG.21579,0.920842596996423
MSTRG.41160|LOC111113277,-0.23217177219644
MSTRG.21575,0.252549619413992
MSTRG.21577,0.223456572529729
MSTRG.16135,2.0201489516829
MSTRG.21571,-0.595943595034552
MSTRG.21570,-6.69169390212474
MSTRG.12961,-0.319164282007607
MSTRG.21250,-3.37222263138362
MSTRG.25431|LOC111136126,2.09463345521862
MSTRG.14880,0.00619794697025561
MSTRG.14882,-0.119649016211816
MSTRG.14884,-0.00147399069299473
MSTRG.14886,-0.0402770894548198
MSTRG.14889,0.0111582700852921
MSTRG.30708,0.031350641401263
MSTRG.30709,0.0101420251152262
MSTRG.30700,-0.196418268585955
MSTRG.30702,0.000877829767224511
MSTRG.30704,0.0112094069247644
MSTRG.30706,1.05212313489175
MSTRG.3849|LOC111127086,-10.552201508295
MSTRG.10496,1.50084528286734
MSTRG.14081|LOC111122551,0.0881161726378208
MSTRG.10492,0.566072138682417
MSTRG.363,0.390254867759837
MSTRG.33751,0.0726339033528832
MSTRG.29565,0.284531201911281
MSTRG.28680,0.695648095241737
MSTRG.31589,-1.12748358217699
MSTRG.28682,-4.67663636218657
MSTRG.28683,0.00284215219402054
MSTRG.28686,0.182594180325365
MSTRG.28688,2.02560716314895
MSTRG.28689,-0.217913775602136
MSTRG.34464|LOC111103815,4.85597327655228
MSTRG.7898|LOC111119727,9.10160249357034
MSTRG.9487|LOC111121703,1.50579334677417
MSTRG.16627,0.930075666514904
MSTRG.16626,-0.206866924396864
MSTRG.16625,0.546032689064461
MSTRG.16623,-0.90553260183277
MSTRG.16620,-0.196584315570638
MSTRG.36979|LOC111105762,0.116298975143637
MSTRG.11938,-0.00792791956704078
MSTRG.11939,-0.794396407459586
MSTRG.360,0.214921769115786
MSTRG.11930,-0.180406845197738
MSTRG.11931,-0.471346643494372
MSTRG.9513,0.886840376871518
MSTRG.11935,0.184030056334674
MSTRG.22178,-8.89796119580238
MSTRG.22179,0.16269077547279
MSTRG.7711|LOC111121091,0.0051437017696922
MSTRG.22171,-0.0260525640392049
MSTRG.22172,6.43297590808264
MSTRG.29482,9.67894473001698e-05
MSTRG.42056,-2.50072980093197
MSTRG.23220,0.317542212699407
MSTRG.23226,0.165553364933273
MSTRG.23224,-0.157873340254925
MSTRG.816,0.282233697947678
MSTRG.810,-0.0704328055345547
MSTRG.25683,0.42029499021423
MSTRG.38395|LOC111106501,0.390140632483207
MSTRG.25686,-0.00282549178618617
MSTRG.25685,0.0212050375059685
MSTRG.25684,-0.000124563148013653
MSTRG.25689,-0.0856856423299483
MSTRG.23864|LOC111135231,-21.3661463166349
MSTRG.38091|LOC111109847,0.443660619591435
MSTRG.29155,12.0130266478505
MSTRG.29153,0.0975122109904743
MSTRG.29152,-0.0748420885931912
MSTRG.31410|LOC111100645,0.000725903691400131
MSTRG.29159,-3.5652515530749
MSTRG.19161,-0.0111189912147584
MSTRG.35695,0.334190631860247
MSTRG.12411,0.00736952612076868
MSTRG.402,2.92243249445888
MSTRG.19165,-0.0291419409114864
MSTRG.22798,0.170274579933913
MSTRG.22790,-0.443232012767321
MSTRG.22793,0.0381389035740198
MSTRG.22794,0.0722225884187303
MSTRG.27030,-0.881964036755688
MSTRG.22796,-0.383206456960554
MSTRG.32426,2.47890037894006
MSTRG.26088,-0.0238137701064886
MSTRG.15513,-0.0436108920134136
MSTRG.32725,-0.307203735853205
MSTRG.26081,-0.131948949199468
MSTRG.26082,-0.775749839283586
MSTRG.26084,-0.277581772673126
MSTRG.26086,2.88107913023255
MSTRG.26087,-0.158472436182049
MSTRG.6381,-5.40228053784243
gene102|LOC111134573,-0.75539985746405
MSTRG.15517,-0.000151361293437926
MSTRG.26867,0.245495988094032
MSTRG.22450|LOC111134354,-0.858964498434074
MSTRG.24790,-0.0536953554368971
MSTRG.40585|LOC111112400,9.85522977960648
MSTRG.24797,-0.0942389458143035
MSTRG.30897,0.0473993869788862
MSTRG.24798,-0.0646393964845231
MSTRG.42581|LOC111111174,-1.62767425231698
MSTRG.26332,-4.14926385547077
MSTRG.26331,-1.16963145653625
MSTRG.26336,-0.0404887599715153
MSTRG.26334,-0.481224538216093
MSTRG.4695,0.000558492965609555
MSTRG.26338,-0.0833143827891836
MSTRG.19475|LOC111131588,0.493882481295236
MSTRG.38072,-0.29057306193924
MSTRG.24244,0.0887983062612301
MSTRG.24246,0.252299258659248
MSTRG.18565,0.0848920531596333
MSTRG.24240,-0.164683174223099
MSTRG.24241,-0.565431692229365
MSTRG.18561,0.0503731433172414
MSTRG.14413,-0.000765917671959774
MSTRG.14410,-0.133683568772818
MSTRG.14411,0.793352811792193
MSTRG.24248,-0.116601138932087
MSTRG.24249,-0.095048254114156
MSTRG.42158,-1.69442312347641
MSTRG.40353,-0.143887307358263
MSTRG.27207|LOC111134574,1.24702185024821
MSTRG.25644,0.343177477272384
MSTRG.10549,1.10143350427903
MSTRG.24987|LOC111138065,-2.51277667220224
MSTRG.25641,-9.70213232570469
MSTRG.5384|LOC111118697,0.0819529189801926
MSTRG.14238,0.755781623092273
MSTRG.20665,-0.14002127709487
MSTRG.10382|LOC111127401,0.0213546390623023
MSTRG.39128|LOC111113273,0.280806187704846
MSTRG.2448,0.445775038648652
MSTRG.42430|LOC111111245,0.110607067265024
MSTRG.14436|LOC111126279,-3.67320732930907
MSTRG.26757|LOC111133171,-5.36030687561655
MSTRG.10917,-0.406266251434319
MSTRG.10915,-1.63604440329223
MSTRG.32814|LOC111103792,0.544563895533295
MSTRG.10911,0.200311997295247
MSTRG.10910,0.786085741274643
MSTRG.7198,0.120681640426639
MSTRG.7609|LOC111122018,0.0293736788849811
MSTRG.10919,-0.712315758899191
MSTRG.17917,2.92903243416928
MSTRG.39428,-0.0308223982423853
MSTRG.39429,0.349268026708466
MSTRG.205,-2.73563966838553
MSTRG.39422,1.50871964279061
MSTRG.39420,-1.82549811244107
MSTRG.1469|LOC111136967,-0.0786019364996785
MSTRG.39427,0.0587403033753565
MSTRG.39425,-1.51747726849074
MSTRG.29400,-0.105600122284208
MSTRG.6249|LOC111119747,-6.59042517545027
MSTRG.201,3.85300380571552
MSTRG.12420|LOC111126460,-191.070631485654
MSTRG.35899|LOC111110016,2.77245233298669
MSTRG.41659,0.0241107500615238
MSTRG.41654,-0.197191216749165
MSTRG.41653,0.0163072331529457
MSTRG.41650,-5.06639334436201
MSTRG.41651,-0.704882646738487
MSTRG.43243,0.133405369187556
MSTRG.43241,-0.0567828407056316
MSTRG.43247,0.15383855718408
MSTRG.43246,0.773335480048124
MSTRG.43245,0.00978834789717673
MSTRG.43249,0.640714694925471
MSTRG.5025,0.228925250710323
MSTRG.44026,-32.213496847543
MSTRG.24033|LOC111134091,0.298433320197466
MSTRG.44022,-0.00310971274989914
MSTRG.44023,0.672495814629252
MSTRG.44020,0.0370760507124466
MSTRG.44028,0.0198023328221023
MSTRG.44029,0.271362570905827
MSTRG.38483,0.427664266722604
MSTRG.38481,1.80461338030682
MSTRG.18621|LOC111129434,0.748597691299464
MSTRG.38485,0.842817330162529
MSTRG.28142|LOC111133751,0.958493682281073
MSTRG.38489,-7.48721895107367
MSTRG.22654,-0.00214685381044895
MSTRG.4492|LOC111136397,0.0058478989819551
MSTRG.23247|LOC111132265,319.479098716726
MSTRG.32093,-0.0738583327879718
MSTRG.43795,0.0627435279737469
MSTRG.43796,0.410903252528168
MSTRG.43793,0.551263532457133
